Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Item Number,Quantity,Description,Price,Discount,Total,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Order,Received,Billed,Location ID,Card ID,Record ID
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4624,10/01/2025,FRA/25/01/0001,,A,WL001,1,WammaLab Pendulum,"$6,706.45",0%,"$6,706.45",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,706.45",,,46,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Commercial Services Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4655,20/01/2025,,,P,WSX009,6,Wessex Tortus Charger Unit,$67.773333,0%,$406.64,,,Purchase; Amazon Commercial Services Pty Ltd,,GST,$40.66,$0.00,GST,$0.00,B,,,5,1,30,0,$447.3,,,6,6,Location1,*None,6908
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4705,27/01/2025,8164/09629339,,P,WC014,100,Microfibre Clean Cloth- Multic,$.4545,0%,$45.45,,,Purchase; Bunnings Warehouse,,GST,$4.55,$0.00,GST,$0.00,B,,,5,1,30,0,$87.92,,,400,100,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4705,27/01/2025,8164/09629339,,P,WC021,4,WD10-275G,$8.62,0%,$34.48,,,Purchase; Bunnings Warehouse,,GST,$3.44,$0.00,GST,$0.00,B,,,5,1,30,0,$87.92,,,6,4,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4703,30/01/2025,2961994,,P,GA026,2,Spray Bottle,$4.525,0%,$9.05,,,Purchase; Bunnings Warehouse,,GST,$.91,$0.00,GST,$0.00,B,,,5,1,30,0,$9.96,,,6,2,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaconda Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4704,30/01/2025,7.05703E+11,,P,GA027,1,Testing Tool,$22.72,0%,$22.72,,,Purchase; Anaconda Group Pty Ltd,,GST,$2.27,$0.00,GST,$0.00,B,,,5,1,30,0,$24.99,,,4,1,Location1,*None,3522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4688,03/02/2025,,,P,GA002,4,Clipboard -Wet,$4.7375,0%,$18.95,,,Purchase; Office Works,,GST,$1.89,$0.00,GST,$0.00,B,,,5,1,30,0,$20.84,,,6,4,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4708,07/02/2025,PF19746,,P,TC001,26,Slider 96 (4S) Rubber Sliders,$90.96,0%,"$2,364.96",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$71.16,N-T,$0.00,B,,,5,1,30,0,"$2,436.12",,,989,26,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4709,10/02/2025,FRA/25/01/0022,,A,WL001,1,WammaLab Pendulum,"$6,332.12",0%,"$6,332.12",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,332.12",,,46,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4722,13/02/2025,812458,,P,WC014,20,Microfibre Clean Cloth- Multic,$.4545,0%,$9.09,,,Purchase; Bunnings Warehouse,,GST,$.91,$0.00,GST,$0.00,B,,,5,1,30,0,$14.98,,,400,20,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4722,13/02/2025,812458,,P,GA026,1,Spray Bottle,$4.53,0%,$4.53,,,Purchase; Bunnings Warehouse,,GST,$.45,$0.00,GST,$0.00,B,,,5,1,30,0,$14.98,,,6,1,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaconda Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4723,13/02/2025,7.00804E+11,,P,GA027,1,Testing Tool,$22.72,0%,$22.72,,,Purchase; Anaconda Group Pty Ltd,,GST,$2.27,$0.00,GST,$0.00,B,,,5,1,30,0,$24.99,,,4,1,Location1,*None,3522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4726,20/02/2025,395400,,P,WC001,5,Superglue- Powerflex Gel Contr,$9.064,0%,$45.32,,,Purchase; Bunnings Warehouse,,GST,$4.53,$0.00,GST,$0.00,B,,,5,1,30,0,$99.65,,,11,5,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4726,20/02/2025,395400,,P,GA026,10,Spray Bottle,$4.527,0%,$45.27,,,Purchase; Bunnings Warehouse,,GST,$4.53,$0.00,GST,$0.00,B,,,5,1,30,0,$99.65,,,6,10,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Boating Supplies ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4728,21/02/2025,15319,,P,WC022,4,Nevr-Dull Wadding Polish,$27.09,0%,$108.36,,,Purchase; Australian Boating Supplies ,,GST,$10.84,$0.00,GST,$0.00,B,,,5,1,30,0,$119.2,,,7,4,Location1,*None,5846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4734,26/02/2025,,,P,GA020,3,Flat Bed Trolley,$48.616667,0%,$145.85,,,Purchase; Bunnings Warehouse,,GST,$14.59,$0.00,GST,$0.00,B,,,5,1,30,0,$255,,,3,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4734,26/02/2025,,,P,GA015,1,Safety- Traffic Cones,$12.69,0%,$12.69,,,Purchase; Bunnings Warehouse,,GST,$1.26,$0.00,GST,$0.00,B,,,5,1,30,0,$255,,,6,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4734,26/02/2025,,,P,F043,50,Gen Anc Troll Cup Washer M8,$.1562,0%,$7.81,,,Purchase; Bunnings Warehouse,,GST,$.79,$0.00,GST,$0.00,B,,,5,1,30,0,$255,,,49,50,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4734,26/02/2025,,,P,F042,20,Gen Anc Troll Cup Nut M8,$.3895,0%,$7.79,,,Purchase; Bunnings Warehouse,,GST,$.77,$0.00,GST,$0.00,B,,,5,1,30,0,$255,,,11,20,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4734,26/02/2025,,,P,GA008,9,Trolly Base Cups - Large,$3.126667,0%,$28.14,,,Purchase; Bunnings Warehouse,,GST,$2.82,$0.00,GST,$0.00,B,,,5,1,30,0,$255,,,12,9,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4734,26/02/2025,,,P,GA007,11,Trolly Base Cups-Small,$2.272727,0%,$25,,,Purchase; Bunnings Warehouse,,GST,$2.5,$0.00,GST,$0.00,B,,,5,1,30,0,$255,,,12,11,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4734,26/02/2025,,,P,GA003,3,Dry Testing Microfibre Cloth,$1.513333,0%,$4.54,,,Purchase; Bunnings Warehouse,,GST,$.45,$0.00,GST,$0.00,B,,,5,1,30,0,$255,,,13,3,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Tools,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4735,26/02/2025,138986,,P,GA023,2,Digital Site Level,$159.09,0%,$318.18,,,Purchase; Total Tools,,GST,$31.82,$0.00,GST,$0.00,B,,,5,1,30,0,$350,,,3,2,Location1,*None,3635
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4764,04/03/2025,,,P,GA026,2,Spray Bottle,$4.525,0%,$9.05,,,Purchase; Bunnings Warehouse,,GST,$.91,$0.00,GST,$0.00,B,,,5,1,30,0,$9.96,,,6,2,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4769,06/03/2025,FRA/25/02/0075,,A,WL001,2,WammaLab Pendulum,"$6,271.52",0%,"$12,543.04",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$13,161.84",,,46,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4769,06/03/2025,FRA/25/02/0075,,A,WL049,1,WammaLab Pendulum Sample Holde,$504,15%,$428.4,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$13,161.84",,,6,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4769,06/03/2025,FRA/25/02/0075,,A,TC010,1,Verif WL Pavigress Tile,$144,15%,$122.4,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$13,161.84",,,14,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4769,06/03/2025,FRA/25/02/0075,,A,TC009,2,Verif-WL Float Glass,$40,15%,$68,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$13,161.84",,,8,2,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luggage Direct,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4768,10/03/2025,1000100876,,P,GA021,3,Wet Ancillary Hard Case,$199.09,0%,$597.27,,,Purchase; Luggage Direct,,GST,$59.73,$0.00,GST,$0.00,B,,,5,1,30,0,$657,,,2,3,Location1,*None,5085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battery Wolrd Capalaba,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4763,18/03/2025,IN423A0033069,,P,WSX010,3,Wessex Tortus Battery Pack,$122.273333,0%,$366.82,,,Purchase; Battery Wolrd Capalaba,,GST,$36.68,$0.00,GST,$0.00,B,,,5,1,30,0,$403.5,,,6,3,Location1,*None,4298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4777,20/03/2025,156817,,P,WC010,20,Pack-S Padded Satchel125x160mm,$1.181989,25.38%,$17.64,,,Purchase; Australia Post,,GST,$1.76,$0.00,GST,$0.00,B,,,5,1,30,0,$19.4,,,21,20,Location1,*None,3854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4799,28/03/2025,,,P,F041,25,Gen Anc Troll Cup Bolt M8x40mm,$.5692,0%,$14.23,,,Purchase; Bunnings Warehouse,,GST,$1.42,$0.00,GST,$0.00,B,,,5,1,30,0,$143.64,,,27,25,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4799,28/03/2025,,,P,GA022,4,Wet Floor Sign,$9,0%,$36,,,Purchase; Bunnings Warehouse,,GST,$3.6,$0.00,GST,$0.00,B,,,5,1,30,0,$143.64,,,5,4,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4799,28/03/2025,,,P,WC014,100,Microfibre Clean Cloth- Multic,$.4477,0%,$44.77,,,Purchase; Bunnings Warehouse,,GST,$4.48,$0.00,GST,$0.00,B,,,5,1,30,0,$143.64,,,400,100,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4799,28/03/2025,,,P,GA008,6,Trolly Base Cups - Large,$3.126667,0%,$18.76,,,Purchase; Bunnings Warehouse,,GST,$1.88,$0.00,GST,$0.00,B,,,5,1,30,0,$143.64,,,12,6,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4799,28/03/2025,,,P,GA007,6,Trolly Base Cups-Small,$2.273333,0%,$13.64,,,Purchase; Bunnings Warehouse,,GST,$1.36,$0.00,GST,$0.00,B,,,5,1,30,0,$143.64,,,12,6,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4799,28/03/2025,,,P,GA004,2,Doorstop,$1.59,0%,$3.18,,,Purchase; Bunnings Warehouse,,GST,$.32,$0.00,GST,$0.00,B,,,5,1,30,0,$143.64,,,5,2,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Tools,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4804,01/04/2025,143111,,P,GA023,2,Digital Site Level,$199.09,0%,$398.18,,,Purchase; Total Tools,,GST,$39.82,$0.00,GST,$0.00,B,,,5,1,30,0,$438,,,3,2,Location1,*None,3635
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaconda Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4805,01/04/2025,7.04902E+11,,P,GA027,2,Testing Tool,$18.175,0%,$36.35,,,Purchase; Anaconda Group Pty Ltd,,GST,$3.63,$0.00,GST,$0.00,B,,,5,1,30,0,$39.98,,,4,2,Location1,*None,3522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4885,01/04/2025,,,P,WC014,60,Microfibre Clean Cloth- Multic,$.447667,0%,$26.86,,,Purchase; Bunnings Warehouse,,GST,$2.69,$0.00,GST,$0.00,B,,,5,1,30,0,$44.49,,,400,60,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4885,01/04/2025,,,P,GA026,3,Spray Bottle,$4.53,0%,$13.59,,,Purchase; Bunnings Warehouse,,GST,$1.35,$0.00,GST,$0.00,B,,,5,1,30,0,$44.49,,,6,3,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4815,02/04/2025,FRA/25/04/0148,,A,WL021,6,WammaLab Pendulum Pointer,$115.619608,15%,$589.66,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$1,018.92",,,45,6,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4815,02/04/2025,FRA/25/04/0148,,A,WL042,12,WammaLab Pendulum Slider Sprin,$5.859804,15%,$59.77,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$1,018.92",,,36,12,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4815,02/04/2025,FRA/25/04/0148,,A,F025,2,WL Pen Nut M10x30mm,$.252941,15%,$.43,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$1,018.92",,,40,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4815,02/04/2025,FRA/25/04/0148,,A,F026,2,WL Pen Flat Washer M10x20mm,$.570588,15%,$.97,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$1,018.92",,,39,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4815,02/04/2025,FRA/25/04/0148,,A,WL010,6,WammaLab Level Feet Base V2,$72.17451,15%,$368.09,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$1,018.92",,,34,6,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4807,04/04/2025,PF19815,,P,TC001,6,Slider 96 (4S) Rubber Sliders,$97.31,0%,$583.86,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$72.54,N-T,$0.00,B,,,5,1,30,0,"$2,213.36",,,989,6,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4807,04/04/2025,PF19815,,P,TC002,16,Slider 55 (TRL) Rubber Slider,$97.31,0%,"$1,556.96",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$72.54,N-T,$0.00,B,,,5,1,30,0,"$2,213.36",,,397,16,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4808,04/04/2025,,,P,TC002,1,Slider 55 (TRL) Rubber Slider,$63.11,0%,$63.11,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,$63.11,,,397,1,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4809,04/04/2025,,,P,TC002,1,Slider 55 (TRL) Rubber Slider,$63.11,0%,$63.11,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,$63.11,,,397,1,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4810,04/04/2025,,,P,TC002,6,Slider 55 (TRL) Rubber Slider,$63.11,0%,$378.66,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,$378.66,,,397,6,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4811,04/04/2025,,,P,TC002,-8,Slider 55 (TRL) Rubber Slider,$63.11,0%,-$504.88,,,Purchase; Smithers MSE Limited- sales made with no inventory on hand. This is an adjustment to those transactions ,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,-$504.88,,,397,-8,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archive Boxes Australia,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4828,11/04/2025,,,P,WC026,10,Administration Archive Box,$13.591,0%,$135.91,,,Purchase; Archive Boxes Australia,,GST,$13.59,$29.95,GST,$3,B,,,5,1,30,0,$182.45,,,14,10,Location1,*None,5843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebay,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4886,01/05/2025,,,P,GA005,10,Digital Site Thermometer,$8.135997,5.03%,$77.27,,,Purchase; ebay,,GST,$7.73,$0.00,GST,$0.00,B,,,5,1,30,0,$85,,,9,10,Location1,*None,3510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4891,01/05/2025,INV-12227,,P,P011,224,Sticker-GPC Sample,$2.68,0%,$600.32,,,Purchase; Tork Signs,,GST,$60.03,$0.00,GST,$0.00,B,,,5,1,30,0,$883.16,,,153,224,Location1,*None,2810
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4891,01/05/2025,INV-12227,,P,P005,120,Sticker-GES (Small),$.25,0%,$30,,,Purchase; Tork Signs,,GST,$3,$0.00,GST,$0.00,B,,,5,1,30,0,$883.16,,,102,120,Location1,*None,2810
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4891,01/05/2025,INV-12227,,P,P007,119,Sticker-General Equpiment,$1.45,0%,$172.55,,,Purchase; Tork Signs,,GST,$17.26,$0.00,GST,$0.00,B,,,5,1,30,0,$883.16,,,206,119,Location1,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4894,02/05/2025,,,P,WC014,140,Microfibre Clean Cloth- Multic,$.454571,0%,$63.64,,,Purchase; Bunnings Warehouse,,GST,$6.36,$0.00,GST,$0.00,B,,,5,1,30,0,$126.54,,,400,140,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4894,02/05/2025,,,P,GA003,3,Dry Testing Microfibre Cloth,$1.51,0%,$4.53,,,Purchase; Bunnings Warehouse,,GST,$.46,$0.00,GST,$0.00,B,,,5,1,30,0,$126.54,,,13,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4894,02/05/2025,,,P,GA026,10,Spray Bottle,$4.528,0%,$45.28,,,Purchase; Bunnings Warehouse,,GST,$4.52,$0.00,GST,$0.00,B,,,5,1,30,0,$126.54,,,6,10,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4894,02/05/2025,,,P,GA004,1,Doorstop,$1.59,0%,$1.59,,,Purchase; Bunnings Warehouse,,GST,$.16,$0.00,GST,$0.00,B,,,5,1,30,0,$126.54,,,5,1,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4889,06/05/2025,PF19855,,P,TC001,30,Slider 96 (4S) Rubber Sliders,$101.12,0%,"$3,033.6",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$75,N-T,$0.00,B,,,5,1,30,0,"$4,827.64",,,989,30,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4889,06/05/2025,PF19855,,P,TC002,17,Slider 55 (TRL) Rubber Slider,$101.12,0%,"$1,719.04",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$75,N-T,$0.00,B,,,5,1,30,0,"$4,827.64",,,397,17,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santos Online Supplies,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4902,16/05/2025,,,P,GA024,5,Telescopic Mop Handle,$11.772,0%,$58.86,,,Purchase; Santos Online Supplies,,GST,$5.89,$24.05,GST,$2.4,B,,,5,1,30,0,$91.2,,,5,5,Location1,*None,7048
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4890,19/05/2025,FRA/25/05/0190,,A,WL001,2,WammaLab Pendulum,"$6,658.905",0%,"$13,317.81",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$14,272.51",,,46,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4890,19/05/2025,FRA/25/05/0190,,A,WL049,1,WammaLab Pendulum Sample Holde,$634.164706,15%,$539.04,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$14,272.51",,,6,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4890,19/05/2025,FRA/25/05/0190,,A,TC009,2,Verif-WL Float Glass,$40.758824,15%,$69.29,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$14,272.51",,,8,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4890,19/05/2025,FRA/25/05/0190,,A,TC010,1,Verif WL Pavigress Tile,$181.188235,15%,$154.01,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$14,272.51",,,14,1,Location1,*None,4684
