Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Item Number,Quantity,Description,Price,Discount,Total,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Order,Received,Billed,Location ID,Card ID,Record ID
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3755,26/09/2023,688740,,P,GA008,6,Trolly Base Cups - Large,$2.365,0%,$14.19,,,Purchase; Bunnings Warehouse,,GST,$1.41,$0.00,GST,$0.00,B,,,5,1,30,0,$293.53,,,12,6,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battery Wolrd Capalaba,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3756,26/09/2023,IN423A0030667,,P,WSX010,3,Wessex T3 Batt pack (new swap),$114.546667,0%,$343.64,,,Purchase; Battery Wolrd Capalaba,,GST,$34.36,$0.00,GST,$0.00,B,,,5,1,30,0,$378,,,6,3,Location1,*None,4298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMegaStore,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3757,28/09/2023,1686324,,P,WC022,4,Nevr-Dull Wadding Polish,$24.5375,0%,$98.15,,,Purchase; AutoMegaStore,,GST,$9.81,$9.04,GST,$.91,B,,,5,1,30,0,$117.91,,,7,4,Location1,*None,4405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3759,29/09/2023,19047,,P,TC001,25,Slider 96 (4S) Rubber Sliders,$80.75,0%,"$2,018.75",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$65.78,N-T,$0.00,B,,,5,1,30,0,"$2,246.03",,,989,25,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3759,29/09/2023,19047,,P,TC002,2,Slider 55 (TRL) Rubber Slider,$80.75,0%,$161.5,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$65.78,N-T,$0.00,B,,,5,1,30,0,"$2,246.03",,,397,2,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3760,29/09/2023,4322,,A,WL001,1,WammaLab Pendulum,"$6,298.59",0%,"$6,298.59",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,985.95",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3760,29/09/2023,4322,,A,WL049,1,Pendulum Sample Holder,$599.011765,15%,$509.16,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,985.95",,,6,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3760,29/09/2023,4322,,A,TC009,1,Verif-WL Float Glass,$38.505882,15%,$32.73,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,985.95",,,8,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3760,29/09/2023,4322,,A,TC010,1,Verif WL Pavigress Tile,$171.141176,15%,$145.47,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,985.95",,,14,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3761,29/09/2023,609814850,,P,GA001,5,Clipboard A4-Dry,$4.99,0%,$24.95,,,Purchase; Office Works,,GST,$2.5,$0.00,GST,$0.00,B,,,5,1,30,0,$60.39,,,7,5,Location1,*None,3520
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3761,29/09/2023,609814850,,P,GA002,6,Clipboard -Wet,$4.991667,0%,$29.95,,,Purchase; Office Works,,GST,$2.99,$0.00,GST,$0.00,B,,,5,1,30,0,$60.39,,,6,6,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3839,02/10/2023,PF19119,,P,TC001,17,Slider 96 (4S) Rubber Sliders,$78.6,0%,"$1,336.2",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$64.04,N-T,$0.00,B,,,5,1,30,0,"$1,871.84",,,989,17,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3839,02/10/2023,PF19119,,P,TC002,6,Slider 55 (TRL) Rubber Slider,$78.6,0%,$471.6,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$64.04,N-T,$0.00,B,,,5,1,30,0,"$1,871.84",,,397,6,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hiro Industrial Sewing Services,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3781,10/10/2023,84,,P,WS033,2,Wessex Tortus Carry Bag,$450,-10%,$900,,,Purchase; Hiro Industrial Sewing Services,,GST,$90,$0.00,GST,$0.00,B,,,5,1,30,0,$990,,,1,2,Location1,*None,5263
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3785,13/10/2023,INV-11727,,P,P001,75,Calibration Plate (AU) Pendulu,$7.5,0%,$562.5,,,Purchase; Tork Signs,,GST,$56.25,$20,GST,$2,B,,,5,1,30,0,$766.98,,,50,75,Location1,*None,2810
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3785,13/10/2023,INV-11727,,P,P010,5,Sticker - Trolley Box,$22.95,0%,$114.75,,,Purchase; Tork Signs,,GST,$11.48,$20,GST,$2,B,,,5,1,30,0,$766.98,,,7,5,Location1,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3804,26/10/2023,9.32242E+15,,P,GA006,10,Onsite Testing Ruler 15cm SS,$3.209,0%,$32.09,,,Purchase; Office Works,,GST,$3.21,$0.00,GST,$0.00,B,,,5,1,30,0,$35.3,,,11,10,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3827,30/10/2023,311906,,P,GA022,3,Wet Floor Sign,$9.29,0%,$27.87,,,Purchase; Bunnings Warehouse,,GST,$2.79,$0.00,GST,$0.00,B,,,5,1,30,0,$219.39,,,5,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3827,30/10/2023,311906,,P,WC014,200,Microfibre Clean Cloth- Multic,$.45455,0%,$90.91,,,Purchase; Bunnings Warehouse,,GST,$9.09,$0.00,GST,$0.00,B,,,5,1,30,0,$219.39,,,400,200,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3827,30/10/2023,311906,,P,WC021,3,WD10-275G,$9.073333,0%,$27.22,,,Purchase; Bunnings Warehouse,,GST,$2.72,$0.00,GST,$0.00,B,,,5,1,30,0,$219.39,,,6,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3827,30/10/2023,311906,,P,GA006,3,Onsite Testing Ruler 15cm SS,$2.723333,0%,$8.17,,,Purchase; Bunnings Warehouse,,GST,$.82,$0.00,GST,$0.00,B,,,5,1,30,0,$219.39,,,11,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3827,30/10/2023,311906,,P,GA026,10,Spray Bottle,$4.528,0%,$45.28,,,Purchase; Bunnings Warehouse,,GST,$4.52,$0.00,GST,$0.00,B,,,5,1,30,0,$219.39,,,6,10,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3818,31/10/2023,1005968011,,P,GA001,4,Clipboard A4-Dry,$4.99,0%,$19.96,,,Purchase; Office Works,,GST,$2,$0.00,GST,$0.00,B,,,5,1,30,0,$21.96,,,7,4,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebay,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3819,01/11/2023,,,P,GA005,8,Digital Site Thermometer,$9.954937,5.02%,$75.64,,,Purchase; ebay,,GST,$7.56,$0.00,GST,$0.00,B,,,5,1,30,0,$83.2,,,9,8,Location1,*None,3510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northside Cleaning and Packaging Supplies,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3824,03/11/2023,INV-76564,,P,GA024,12,Telescopic Mop Handle,$9.8,0%,$117.6,,,Purchase; Northside Cleaning and Packaging Supplies,,GST,$11.76,$7.27,GST,$.73,B,,,5,1,30,0,$137.36,,,5,12,Location1,*None,5152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munro Instruments Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3830,06/11/2023,14116,,P,M023,50,Munro Pendulum Felt Friction R,$8.41,0%,$420.5,,,Purchase; Munro Instruments Limited,,N-T,$0.00,$126.02,N-T,$0.00,B,,,5,1,30,0,$546.52,,,72,50,Location1,*None,3473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3853,23/11/2023,11757,,P,P011,168,Sticker-GPC Sample,$2.05,0%,$344.4,,,Purchase; Tork Signs,,GST,$34.44,$20,GST,$2,B,,,5,1,30,0,$400.84,,,153,168,Location1,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMegaStore,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3854,23/11/2023,,,P,TC005,25,Verif -P400 Paper(Pack of 10),$11.2692,0%,$281.73,,,Purchase; AutoMegaStore,,GST,$28.17,$0.00,GST,$0.00,B,,,5,1,30,0,$309.9,,,78,25,Location1,*None,4405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3863,29/11/2023,096-22657-8164-2023-,,P,WC014,200,Microfibre Clean Cloth- Multic,$.45455,0%,$90.91,,,Purchase; Bunnings Warehouse,,GST,$9.09,$0.00,GST,$0.00,B,,,5,1,30,0,$139.92,,,400,200,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3863,29/11/2023,096-22657-8164-2023-,,P,WC021,4,WD10-275G,$9.0725,0%,$36.29,,,Purchase; Bunnings Warehouse,,GST,$3.63,$0.00,GST,$0.00,B,,,5,1,30,0,$139.92,,,6,4,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3880,30/11/2023,095-88308-8026-2023-,,P,WC001,4,Superglue- Powerflex Gel Contr,$9.0625,0%,$36.25,,,Purchase; Bunnings Warehouse,,GST,$3.63,$0.00,GST,$0.00,B,,,5,1,30,0,$76.07,,,11,4,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3880,30/11/2023,095-88308-8026-2023-,,P,GA008,3,Trolly Base Cups - Large,$3.13,0%,$9.39,,,Purchase; Bunnings Warehouse,,GST,$.93,$0.00,GST,$0.00,B,,,5,1,30,0,$76.07,,,12,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3880,30/11/2023,095-88308-8026-2023-,,P,GA007,9,Trolly Base Cups-Small,$2.363333,0%,$21.27,,,Purchase; Bunnings Warehouse,,GST,$2.13,$0.00,GST,$0.00,B,,,5,1,30,0,$76.07,,,12,9,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3880,30/11/2023,095-88308-8026-2023-,,P,F043,25,Gen Anc Troll Cup Washer M8,$.0896,0%,$2.24,,,Purchase; Bunnings Warehouse,,GST,$.23,$0.00,GST,$0.00,B,,,5,1,30,0,$76.07,,,49,25,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3881,30/11/2023,41196,,P,WC012,10,Pack-L Padded Satchel265x380mm,$1.991,0%,$19.91,,,Purchase; Australia Post,,GST,$1.99,$0.00,GST,$0.00,B,,,5,1,30,0,$21.9,,,10,10,Location1,*None,3854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Boating Supplies ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3869,01/12/2023,,,P,WC022,4,Nevr-Dull Wadding Polish,$24.3625,0%,$97.45,,,Purchase; Australian Boating Supplies,,GST,$9.75,$11.37,GST,$1.13,B,,,5,1,30,0,$119.7,,,7,4,Location1,*None,5846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3895,02/12/2023,8164/00147807,,P,WC014,20,Microfibre Clean Cloth- Multic,$.4545,0%,$9.09,,,Purchase; Bunnings Warehouse- The rest of the items on this invoice are recoirded as testing equipment purchases,,GST,$.91,$0.00,GST,$0.00,B,,,5,1,30,0,$46.24,,,400,20,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3895,02/12/2023,8164/00147807,,P,WC014,20,Microfibre Clean Cloth- Multic,$.4545,0%,$9.09,,,Purchase; Bunnings Warehouse- The rest of the items on this invoice are recoirded as testing equipment purchases,,GST,$.91,$0.00,GST,$0.00,B,,,5,1,30,0,$46.24,,,400,20,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3895,02/12/2023,8164/00147807,,P,WC001,1,Superglue- Powerflex Gel Contr,$5.97,0%,$5.97,,,Purchase; Bunnings Warehouse- The rest of the items on this invoice are recoirded as testing equipment purchases,,GST,$.59,$0.00,GST,$0.00,B,,,5,1,30,0,$46.24,,,11,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3895,02/12/2023,8164/00147807,,P,WC001,1,Superglue- Powerflex Gel Contr,$5.96,0%,$5.96,,,Purchase; Bunnings Warehouse- The rest of the items on this invoice are recoirded as testing equipment purchases,,GST,$.6,$0.00,GST,$0.00,B,,,5,1,30,0,$46.24,,,11,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3895,02/12/2023,8164/00147807,,P,WC001,1,Superglue- Powerflex Gel Contr,$5.96,0%,$5.96,,,Purchase; Bunnings Warehouse- The rest of the items on this invoice are recoirded as testing equipment purchases,,GST,$.6,$0.00,GST,$0.00,B,,,5,1,30,0,$46.24,,,11,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3895,02/12/2023,8164/00147807,,P,WC001,1,Superglue- Powerflex Gel Contr,$5.97,0%,$5.97,,,Purchase; Bunnings Warehouse- The rest of the items on this invoice are recoirded as testing equipment purchases,,GST,$.59,$0.00,GST,$0.00,B,,,5,1,30,0,$46.24,,,11,1,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3888,06/12/2023,PF19161,,P,TC001,17,Slider 96 (4S) Rubber Sliders,$79.27,0%,"$1,347.59",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$64.5,N-T,$0.00,B,,,5,1,30,0,"$1,412.09",,,989,17,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3926,04/01/2024,PF19211,,P,TC001,35,Slider 96 (4S) Rubber Sliders,$79.18,0%,"$2,771.3",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$64.27,N-T,$0.00,B,,,5,1,30,0,"$3,627.37",,,989,35,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3926,04/01/2024,PF19211,,P,TC002,10,Slider 55 (TRL) Rubber Slider,$79.18,0%,$791.8,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$64.27,N-T,$0.00,B,,,5,1,30,0,"$3,627.37",,,397,10,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3951,08/01/2024,6,,A,WL001,1,WammaLab Pendulum,"$6,214.09",0%,"$6,214.09",,,Purchase; Laboratorio de Resbaladicidad SL- Pavigres quote was sjowing 2 itemns which were paid but just one pavigres arrived. ,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,600.4",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3951,08/01/2024,6,,A,TC010,2,Verif WL Pavigress Tile,$169.088235,15%,$287.45,,,Purchase; Laboratorio de Resbaladicidad SL- Pavigres quote was sjowing 2 itemns which were paid but just one pavigres arrived. ,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,600.4",,,14,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3951,08/01/2024,6,,A,WL059,3,WammaLab Spanner 17 mm,$9.329412,15%,$23.79,,,Purchase; Laboratorio de Resbaladicidad SL- Pavigres quote was sjowing 2 itemns which were paid but just one pavigres arrived. ,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,600.4",,,0,3,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3951,08/01/2024,6,,A,TC004,20,Slider Backing Plate,$21.9,15%,$372.3,,,Purchase; Laboratorio de Resbaladicidad SL- Pavigres quote was sjowing 2 itemns which were paid but just one pavigres arrived. ,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,600.4",,,194,20,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3951,08/01/2024,6,,A,WL051,4,Wamma Lab Branded Tool Case,$137.979412,15%,$469.13,,,Purchase; Laboratorio de Resbaladicidad SL- Pavigres quote was sjowing 2 itemns which were paid but just one pavigres arrived. ,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,600.4",,,4,4,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3951,08/01/2024,6,,A,WL060,4,WammaLab Bearing Locknut,$11.229412,15%,$38.18,,,Purchase; Laboratorio de Resbaladicidad SL- Pavigres quote was sjowing 2 itemns which were paid but just one pavigres arrived. ,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,600.4",,,8,4,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3951,08/01/2024,6,,A,WL021,1,WammaLab Pendulum Pointer,$110.376471,15%,$93.82,,,Purchase; Laboratorio de Resbaladicidad SL- Pavigres quote was sjowing 2 itemns which were paid but just one pavigres arrived. ,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,600.4",,,45,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3951,08/01/2024,6,,A,WL018,1,WammaLab Pointer Ring,$119.576471,15%,$101.64,,,Purchase; Laboratorio de Resbaladicidad SL- Pavigres quote was sjowing 2 itemns which were paid but just one pavigres arrived. ,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,600.4",,,26,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3960,18/01/2024,8164/09662321,,P,WC014,120,Microfibre Clean Cloth- Multic,$.454583,0%,$54.55,,,Purchase; Bunnings Warehouse,,GST,$5.45,$0.00,GST,$0.00,B,,,5,1,30,0,$141.64,,,400,120,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3960,18/01/2024,8164/09662321,,P,WC021,6,WD10-275G,$8.616667,0%,$51.7,,,Purchase; Bunnings Warehouse,,GST,$5.18,$0.00,GST,$0.00,B,,,5,1,30,0,$141.64,,,6,6,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3960,18/01/2024,8164/09662321,,P,WC002,1,Packaging- Scotch Tape,$10.37,0%,$10.37,,,Purchase; Bunnings Warehouse,,GST,$1.03,$0.00,GST,$0.00,B,,,5,1,30,0,$141.64,,,3,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3960,18/01/2024,8164/09662321,,P,GA007,2,Trolly Base Cups-Small,$6.07,0%,$12.14,,,Purchase; Bunnings Warehouse,,GST,$1.22,$0.00,GST,$0.00,B,,,5,1,30,0,$141.64,,,12,2,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3965,25/01/2024,PF19242,,P,TC001,18,Slider 96 (4S) Rubber Sliders,$85.6,0%,"$1,540.8",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$67.42,N-T,$0.00,B,,,5,1,30,0,"$1,608.22",,,989,18,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3993,29/01/2024,49729,,P,WC012,4,Pack-L Padded Satchel265x380mm,$1.445,0%,$5.78,,,Purchase; Australia Post,,GST,$.58,$0.00,GST,$0.00,B,,,5,1,30,0,$24.54,,,10,4,Location1,*None,3854
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3993,29/01/2024,49729,,P,WC010,5,Pack-S Padded Satchel125x160mm,$1.174,0%,$5.87,,,Purchase; Australia Post,,GST,$.58,$0.00,GST,$0.00,B,,,5,1,30,0,$24.54,,,21,5,Location1,*None,3854
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3993,29/01/2024,49729,,P,WC011,5,Pack-M Padded Satchel151x229mm,$1.262,0%,$6.31,,,Purchase; Australia Post,,GST,$.64,$0.00,GST,$0.00,B,,,5,1,30,0,$24.54,,,20,5,Location1,*None,3854
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3993,29/01/2024,49729,,P,WC013,2,Pack-XL Tough Bag 400x659mm,$2.175,0%,$4.35,,,Purchase; Australia Post,,GST,$.43,$0.00,GST,$0.00,B,,,5,1,30,0,$24.54,,,4,2,Location1,*None,3854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3994,29/01/2024,328357,,P,GA022,2,Wet Floor Sign,$9.29,0%,$18.58,,,Purchase; Bunnings Warehouse,,GST,$1.86,$0.00,GST,$0.00,B,,,5,1,30,0,$104.18,,,5,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3994,29/01/2024,328357,,P,GA003,6,Dry Testing Microfibre Cloth,$2.725,0%,$16.35,,,Purchase; Bunnings Warehouse,,GST,$1.63,$0.00,GST,$0.00,B,,,5,1,30,0,$104.18,,,13,6,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3994,29/01/2024,328357,,P,GA013,2,Safety - Gloves,$7.255,0%,$14.51,,,Purchase; Bunnings Warehouse,,GST,$1.45,$0.00,GST,$0.00,B,,,5,1,30,0,$104.18,,,2,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3994,29/01/2024,328357,,P,GA026,10,Spray Bottle,$4.527,0%,$45.27,,,Purchase; Bunnings Warehouse,,GST,$4.53,$0.00,GST,$0.00,B,,,5,1,30,0,$104.18,,,6,10,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4016,05/02/2024,INV-11839,,P,P001,0,Calibration Plate (AU) Pendulu,$0.00,0%,$0.00,,,Purchase; Tork Signs,,GST,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$228.18,,,50,0,Location1,*None,2810
