Date,Amount,From Account,To Account,Reference Number
22/02/2023,500.0,11111.0,21002,tfr-1073
23/02/2023,5000.0,11111.0,11113,tfr-1074
24/02/2023,9000.0,11111.0,11113,tfr-1075
24/02/2023,4000.0,11111.0,11113,tfr-1076
24/02/2023,2000.0,11111.0,11113,tfr-1077
24/02/2023,1800.0,11111.0,21002,tfr-1078
24/02/2023,1000.0,11111.0,11113,tfr-1079
24/02/2023,800.0,11111.0,21002,tfr-1080
24/02/2023,500.0,11111.0,11113,tfr-1081
27/02/2023,1200.0,11111.0,21002,tfr-1082
27/02/2023,1100.0,11111.0,21002,tfr-1083
27/02/2023,1750.0,11111.0,19001,tfr-1084
27/02/2023,1000.0,11112.0,11113,tfr-1085
28/02/2023,25327.9,11111.0,11815,tfr-1086
28/02/2023,5000.0,11111.0,21002,tfr-1087
28/02/2023,4095.65,11111.0,11815,tfr-1088
28/02/2023,1000.0,11111.0,11113,tfr-1089
28/02/2023,987.25,11111.0,11815,tfr-1090
01/03/2023,1500.0,11111.0,21002,tfr-1091
01/03/2023,1000.0,11111.0,11113,tfr-1092
01/03/2023,1000.0,11111.0,11112,tfr-1093
02/03/2023,11000.0,11111.0,21002,tfr-1094
02/03/2023,2000.0,11111.0,11113,tfr-1095
02/03/2023,1000.0,11111.0,21002,tfr-1096
03/03/2023,3000.0,11111.0,21002,tfr-1097
03/03/2023,2000.0,11111.0,11113,tfr-1098
03/03/2023,1000.0,11111.0,21002,tfr-1099
06/03/2023,1500.0,11111.0,11113,tfr-1100
06/03/2023,1000.0,11111.0,11113,tfr-1101
06/03/2023,250.0,11111.0,21002,tfr-1102
06/03/2023,1750.0,11111.0,19001,tfr-1103
06/03/2023,500.0,11111.0,11113,tfr-1104
07/03/2023,3000.0,11111.0,11113,tfr-1105
07/03/2023,1000.0,11111.0,11113,tfr-1106
07/03/2023,1000.0,11111.0,21002,tfr-1107
08/03/2023,3000.0,11111.0,11113,tfr-1108
08/03/2023,1000.0,11111.0,21002,tfr-1109
08/03/2023,1000.0,11111.0,11113,tfr-1110
09/03/2023,7000.0,11111.0,11113,tfr-1111
09/03/2023,4000.0,11111.0,11113,tfr-1112
09/03/2023,3000.0,11111.0,11113,tfr-1113
09/03/2023,2000.0,11111.0,11112,tfr-1114
09/03/2023,1000.0,11111.0,21002,tfr-1115
09/03/2023,1000.0,11111.0,21002,tfr-1116
10/03/2023,5000.0,11111.0,11113,tfr-1117
10/03/2023,3600.0,11111.0,21002,tfr-1118
10/03/2023,1100.0,11111.0,21002,tfr-1119
13/03/2023,3000.0,11111.0,21002,tfr-1120
13/03/2023,1750.0,11111.0,19001,tfr-1121
14/03/2023,1000.0,11111.0,21002,tfr-1122
14/03/2023,1000.0,11111.0,11113,tfr-1123
14/03/2023,1000.0,11111.0,21002,tfr-1124
15/03/2023,25347.55,11111.0,11815,tfr-1125
15/03/2023,4655.65,11111.0,11815,tfr-1126
15/03/2023,2000.0,11111.0,21002,tfr-1127
15/03/2023,736.52,11115.0,11115,tfr-1128
16/03/2023,2000.0,11111.0,11113,tfr-1129
16/03/2023,1000.0,11111.0,21002,tfr-1130
16/03/2023,500.0,11111.0,21002,tfr-1131
17/03/2023,5000.0,11111.0,11113,tfr-1132
20/03/2023,1000.0,11111.0,11113,tfr-1133
20/03/2023,1750.0,11111.0,19001,tfr-1134
21/03/2023,15000.0,11111.0,19001,tfr-1135
21/03/2023,2000.0,11111.0,11113,tfr-1136
22/03/2023,5000.0,11111.0,11113,tfr-1137
22/03/2023,3000.0,11111.0,11113,tfr-1138
22/03/2023,2000.0,11111.0,21002,tfr-1139
23/03/2023,2000.0,11111.0,11113,tfr-1140
23/03/2023,2000.0,11111.0,11113,tfr-1141
23/03/2023,1500.0,11111.0,21002,tfr-1142
23/03/2023,1000.0,11111.0,21002,tfr-1143
23/03/2023,1000.0,11111.0,11113,tfr-1144
24/03/2023,2000.0,11111.0,11113,tfr-1145
27/03/2023,2000.0,11111.0,11113,tfr-1146
27/03/2023,500.0,11111.0,21002,tfr-1147
27/03/2023,1750.0,11111.0,19001,tfr-1148
28/03/2023,2000.0,11111.0,11113,tfr-1149
28/03/2023,1000.0,11111.0,11113,tfr-1150
28/03/2023,1000.0,11111.0,11113,tfr-1151
28/03/2023,500.0,11111.0,21002,tfr-1152
29/03/2023,2000.0,11111.0,11113,tfr-1153
29/03/2023,2000.0,11111.0,11113,tfr-1154
29/03/2023,1000.0,11111.0,21002,tfr-1155
30/03/2023,5000.0,11111.0,11113,tfr-1156
30/03/2023,2500.0,11111.0,21002,tfr-1157
31/03/2023,24877.7,11111.0,11815,tfr-1158
31/03/2023,4735.65,11111.0,11815,tfr-1159
31/03/2023,4000.0,11111.0,21002,tfr-1160
03/04/2023,2000.0,11111.0,11113,tfr-1161
03/04/2023,1000.0,11111.0,19001,tfr-1162
03/04/2023,1750.0,11111.0,19001,tfr-1163
04/04/2023,5000.0,11111.0,11113,tfr-1164
04/04/2023,4000.0,11111.0,21002,tfr-1165
04/04/2023,1000.0,11111.0,11113,tfr-1166
04/04/2023,1000.0,11111.0,11113,tfr-1167
05/04/2023,1000.0,11111.0,11113,tfr-1168
05/04/2023,4000.0,11111.0,21002,tfr-1169
06/04/2023,500.0,11111.0,21002,tfr-1170
06/04/2023,1000.0,11111.0,11113,tfr-1171
06/04/2023,2000.0,11111.0,11113,tfr-1172
06/04/2023,3000.0,11111.0,11113,tfr-1173
11/04/2023,2000.0,11111.0,11113,tfr-1174
11/04/2023,1750.0,11111.0,19001,tfr-1175
11/04/2023,3000.0,11111.0,11113,tfr-1176
13/04/2023,15000.0,11111.0,19001,tfr-1177
13/04/2023,10000.0,11111.0,11113,tfr-1178
13/04/2023,1500.0,11111.0,21002,tfr-1179
13/04/2023,1000.0,11111.0,21002,tfr-1180
13/04/2023,1000.0,11111.0,11113,tfr-1181
14/04/2023,27367.4,11111.0,11815,tfr-1182
14/04/2023,4717.3,11111.0,11815,tfr-1183
14/04/2023,1000.0,11111.0,21002,tfr-1184
17/04/2023,3000.0,11111.0,11113,tfr-1185
17/04/2023,2000.0,11111.0,11113,tfr-1186
17/04/2023,1500.0,11111.0,21002,tfr-1187
17/04/2023,1000.0,11111.0,21002,tfr-1188
17/04/2023,1750.0,11111.0,19001,tfr-1189
17/04/2023,1500.0,11111.0,21002,tfr-1190
18/04/2023,2000.0,11111.0,11113,tfr-1191
18/04/2023,2000.0,11111.0,21002,tfr-1192
19/04/2023,3000.0,11111.0,21002,tfr-1193
19/04/2023,1000.0,11111.0,11113,tfr-1194
20/04/2023,3500.0,11111.0,11112,tfr-1195
20/04/2023,2000.0,11111.0,11113,tfr-1196
20/04/2023,2000.0,11111.0,11113,tfr-1197
20/04/2023,1500.0,11111.0,21002,tfr-1198
21/04/2023,5000.0,11111.0,11113,tfr-1199
24/04/2023,2000.0,11111.0,11113,tfr-1200
24/04/2023,1000.0,11111.0,11113,tfr-1201
24/04/2023,1750.0,11111.0,19001,tfr-1202
26/04/2023,15000.0,11111.0,11113,tfr-1203
26/04/2023,500.0,11111.0,21002,tfr-1204
26/04/2023,800.0,11111.0,21002,tfr-1205
27/04/2023,5000.0,11111.0,11113,tfr-1206
27/04/2023,2100.0,11111.0,21002,tfr-1207
27/04/2023,1000.0,11111.0,21002,tfr-1208
27/04/2023,1000.0,11111.0,21002,tfr-1209
27/04/2023,500.0,11111.0,21002,tfr-1210
01/05/2023,2000.0,11111.0,21002,tfr-1211
01/05/2023,1750.0,11111.0,19001,tfr-1212
01/05/2023,26783.4,11111.0,11815,tfr-1213
01/05/2023,4597.3,11111.0,11815,tfr-1214
01/05/2023,27000.0,19001.0,11111,tfr-1215
02/05/2023,2000.0,11111.0,11113,tfr-1216
02/05/2023,500.0,11111.0,21002,tfr-1217
02/05/2023,500.0,11111.0,11113,tfr-1218
02/05/2023,250.0,11111.0,21002,tfr-1219
03/05/2023,1000.0,11111.0,21002,tfr-1220
03/05/2023,1000.0,11111.0,11113,tfr-1221
03/05/2023,500.0,11111.0,11113,tfr-1222
04/05/2023,3000.0,11111.0,11113,tfr-1223
04/05/2023,1000.0,11111.0,11113,tfr-1224
04/05/2023,700.0,11111.0,21002,tfr-1225
04/05/2023,500.0,11111.0,21002,tfr-1226
04/05/2023,500.0,11111.0,11113,tfr-1227
05/05/2023,6000.0,11111.0,11113,tfr-1228
05/05/2023,600.0,11111.0,21002,tfr-1229
05/05/2023,500.0,11111.0,21002,tfr-1230
08/05/2023,1750.0,11111.0,19001,tfr-1231
08/05/2023,2000.0,11111.0,21002,tfr-1232
09/05/2023,2000.0,11111.0,11113,tfr-1233
09/05/2023,2000.0,11111.0,11113,tfr-1234
09/05/2023,1500.0,11111.0,21002,tfr-1235
09/05/2023,1500.0,11111.0,11113,tfr-1236
09/05/2023,600.0,11111.0,21002,tfr-1237
10/05/2023,2000.0,11111.0,11113,tfr-1238
10/05/2023,2000.0,11111.0,11113,tfr-1239
10/05/2023,1000.0,11111.0,21002,tfr-1240
10/05/2023,200.0,11111.0,21002,tfr-1241
11/05/2023,6000.0,11111.0,11113,tfr-1242
11/05/2023,1000.0,11111.0,11113,tfr-1243
11/05/2023,500.0,11111.0,21002,tfr-1244
12/05/2023,3000.0,11111.0,11113,tfr-1245
12/05/2023,3000.0,11111.0,11113,tfr-1246
12/05/2023,3000.0,11111.0,21002,tfr-1247
12/05/2023,1000.0,11111.0,21002,tfr-1248
12/05/2023,600.0,11111.0,21002,tfr-1249
12/05/2023,500.0,11111.0,21002,tfr-1250
15/05/2023,26947.25,11111.0,11815,tfr-1251
15/05/2023,870.3,11111.0,11815,tfr-1252
15/05/2023,4357.3,11111.0,11815,tfr-1253
15/05/2023,3000.0,11111.0,21002,tfr-1254
15/05/2023,3000.0,11111.0,19001,tfr-1255
15/05/2023,1000.0,11111.0,21002,tfr-1256
15/05/2023,1750.0,11111.0,19001,tfr-1257
15/05/2023,600.0,11111.0,21002,tfr-1258
16/05/2023,1000.0,11111.0,11113,tfr-1259
16/05/2023,700.0,11111.0,21002,tfr-1260
16/05/2023,700.0,11111.0,21002,tfr-1261
17/05/2023,6000.0,11111.0,11113,tfr-1262
17/05/2023,1600.0,11111.0,21002,tfr-1263
18/05/2023,5000.0,11111.0,11113,tfr-1264
18/05/2023,3000.0,11111.0,11113,tfr-1265
18/05/2023,1000.0,11111.0,21002,tfr-1266
19/05/2023,4000.0,11111.0,11113,tfr-1267
19/05/2023,800.0,11111.0,21002,tfr-1268
22/05/2023,3000.0,11111.0,11113,tfr-1269
22/05/2023,500.0,11111.0,21002,tfr-1270
22/05/2023,1750.0,11111.0,19001,tfr-1271
22/05/2023,160.0,11111.0,11815,tfr-1272
23/05/2023,5000.0,11111.0,11113,tfr-1273
23/05/2023,4000.0,11111.0,11113,tfr-1274
23/05/2023,700.0,11111.0,21002,tfr-1275
23/05/2023,500.0,11111.0,21002,tfr-1276
24/05/2023,2000.0,11111.0,11113,tfr-1277
24/05/2023,1000.0,11111.0,21002,tfr-1278
25/05/2023,4500.0,11111.0,11113,tfr-1279
25/05/2023,2000.0,11111.0,11113,tfr-1280
26/05/2023,2000.0,11111.0,21002,tfr-1281
26/05/2023,1500.0,11111.0,11113,tfr-1282
26/05/2023,1000.0,11111.0,21002,tfr-1283
29/05/2023,300.0,11111.0,21002,tfr-1284
29/05/2023,1750.0,11111.0,19001,tfr-1285
29/05/2023,600.0,11111.0,21002,tfr-1286
30/05/2023,11000.0,11111.0,11112,tfr-1287
30/05/2023,2500.0,11111.0,21002,tfr-1288
30/05/2023,1000.0,11111.0,11113,tfr-1289
31/05/2023,29749.7,11111.0,11815,tfr-1290
31/05/2023,4277.3,11111.0,11815,tfr-1291
31/05/2023,1200.0,11111.0,21002,tfr-1292
01/06/2023,3000.0,11111.0,11113,tfr-1293
01/06/2023,2500.0,11111.0,21002,tfr-1294
01/06/2023,1000.0,11111.0,21002,tfr-1295
02/06/2023,3500.0,11111.0,11113,tfr-1296
02/06/2023,1000.0,11111.0,21002,tfr-1297
02/06/2023,160.0,11111.0,11815,tfr-1298
02/06/2023,3500.0,11112.0,11113,tfr-1299
05/06/2023,2000.0,11111.0,11113,tfr-1300
05/06/2023,1000.0,11111.0,21002,tfr-1301
05/06/2023,1000.0,11111.0,11113,tfr-1302
05/06/2023,1750.0,11111.0,19001,tfr-1303
06/06/2023,2000.0,11111.0,21002,tfr-1304
06/06/2023,2000.0,11111.0,11113,tfr-1305
07/06/2023,1000.0,11111.0,11113,tfr-1306
08/06/2023,3300.0,11111.0,21002,tfr-1307
08/06/2023,2500.0,11111.0,11113,tfr-1308
08/06/2023,2000.0,11111.0,11113,tfr-1309
08/06/2023,1000.0,11111.0,21002,tfr-1310
08/06/2023,1000.0,11111.0,11113,tfr-1311
09/06/2023,2000.0,11111.0,11113,tfr-1312
12/06/2023,1500.0,11111.0,11113,tfr-1313
12/06/2023,1750.0,11111.0,19001,tfr-1314
13/06/2023,3000.0,11111.0,11113,tfr-1315
13/06/2023,500.0,11111.0,11113,tfr-1316
13/06/2023,500.0,11111.0,11113,tfr-1317
13/06/2023,400.0,11111.0,21002,tfr-1318
14/06/2023,1500.0,11111.0,11113,tfr-1319
14/06/2023,4000.0,11111.0,11113,tfr-1320
15/06/2023,27546.05,11111.0,11815,wages-1321
15/06/2023,5000.0,11111.0,21002,tfr-1322
15/06/2023,4197.3,11111.0,11815,wages-1323
15/06/2023,300.0,11111.0,21002,tfr-1324
16/06/2023,3000.0,11111.0,21002,tfr-1325
16/06/2023,1500.0,11111.0,11113,tfr-1326
16/06/2023,750.0,11111.0,21002,tfr-1327
19/06/2023,7000.0,11111.0,11112,tfr-1328
19/06/2023,3500.0,11111.0,21002,tfr-1329
19/06/2023,3000.0,11111.0,11113,tfr-1330
19/06/2023,1750.0,11111.0,19001,tfr-1331
19/06/2023,500.0,11111.0,11113,tfr-1332
19/06/2023,658.5,11112.0,21002,tfr-1333
20/06/2023,2000.0,11111.0,11113,tfr-1334
20/06/2023,2000.0,11111.0,11113,tfr-1335
20/06/2023,1000.0,11111.0,11113,tfr-1336
21/06/2023,3500.0,11111.0,11113,tfr-1337
21/06/2023,700.0,11111.0,21002,tfr-1338
21/06/2023,400.0,11111.0,21002,tfr-1339
21/06/2023,14000.0,11113.0,21002,tfr-1340
22/06/2023,10000.0,11111.0,11113,tfr-1341
22/06/2023,6000.0,11111.0,11113,tfr-1342
22/06/2023,2100.0,11111.0,21002,tfr-1343
22/06/2023,2000.0,11111.0,11113,tfr-1344
22/06/2023,1000.0,11111.0,11113,tfr-1345
22/06/2023,500.0,11111.0,21002,tfr-1346
22/06/2023,500.0,11111.0,21002,tfr-1347
22/06/2023,100.0,11111.0,21002,tfr-1348
23/06/2023,160.0,11111.0,11815,TrvlAllo-1349
23/06/2023,1000.0,11111.0,11113,tfr-1350
23/06/2023,1000.0,11111.0,21002,tfr-1351
23/06/2023,2000.0,11111.0,11113,tfr-1352
23/06/2023,7500.0,11111.0,21002,tfr-1353
26/06/2023,160.0,11111.0,11815,TrvlAllo-1354
26/06/2023,4000.0,11111.0,11113,tfr-1355
26/06/2023,1000.0,11111.0,21002,tfr-1356
26/06/2023,500.0,11111.0,21002,tfr-1357
26/06/2023,1750.0,11111.0,19001,tfr-1358
26/06/2023,17000.0,11112.0,11113,tfr-1359
27/06/2023,4000.0,11111.0,21002,tfr-1360
27/06/2023,1200.0,11111.0,21002,tfr-1361
27/06/2023,1000.0,11111.0,11113,tfr-1362
28/06/2023,7000.0,11111.0,11113,tfr-1363
28/06/2023,2800.0,11111.0,21002,tfr-1364
28/06/2023,2000.0,11111.0,11113,tfr-1365
28/06/2023,1600.0,11111.0,21002,tfr-1366
28/06/2023,160.0,11111.0,11815,tfr-1367
28/06/2023,160.0,11111.0,11815,tfr-1368
29/06/2023,5000.0,11111.0,21002,tfr-1369
29/06/2023,3500.0,11111.0,21002,tfr-1370
29/06/2023,1000.0,11111.0,21002,tfr-1371
30/06/2023,29873.05,11111.0,11815,tfr-1372
30/06/2023,4277.3,11111.0,11815,tfr-1373
30/06/2023,2000.0,11111.0,21002,tfr-1374
30/06/2023,1000.0,11111.0,21002,tfr-1375
30/06/2023,500.0,11111.0,11113,tfr-1376
30/06/2023,500.0,11111.0,21002,tfr-1377
03/07/2023,3000.0,11111.0,11113,tfr-1378
03/07/2023,1500.0,11111.0,11113,tfr-1379
03/07/2023,1000.0,11111.0,21002,tfr-1380
03/07/2023,800.0,11111.0,21002,tfr-1381
03/07/2023,1750.0,11111.0,19001,tfr-1382
04/07/2023,3500.0,11111.0,11113,tfr-1383
04/07/2023,1000.0,11111.0,11113,tfr-1384
04/07/2023,1000.0,11111.0,21002,tfr-1385
05/07/2023,4000.0,11111.0,11113,tfr-1386
05/07/2023,1500.0,11111.0,21002,tfr-1387
06/07/2023,2500.0,11111.0,11113,tfr-1388
06/07/2023,2000.0,11111.0,11113,tfr-1389
06/07/2023,500.0,11111.0,21002,tfr-1390
07/07/2023,2000.0,11111.0,11113,tfr-1391
07/07/2023,1000.0,11111.0,11113,tfr-1392
07/07/2023,1000.0,11111.0,21002,tfr-1393
10/07/2023,1750.0,11111.0,19001,tfr-1394
11/07/2023,3500.0,11111.0,11113,tfr-1395
11/07/2023,2300.0,11111.0,21002,tfr-1396
12/07/2023,2500.0,11111.0,11113,tfr-1397
12/07/2023,1300.0,11111.0,21002,tfr-1398
13/07/2023,5000.0,11111.0,11113,tfr-1399
13/07/2023,4500.0,11111.0,11113,tfr-1400
13/07/2023,2000.0,11111.0,11113,tfr-1401
13/07/2023,1000.0,11111.0,21002,tfr-1402
13/07/2023,700.0,11111.0,21002,tfr-1403
14/07/2023,3000.0,11111.0,21002,tfr-1404
17/07/2023,6000.0,11111.0,11113,tfr-1405
17/07/2023,700.0,11111.0,21002,tfr-1406
17/07/2023,1750.0,11111.0,19001,tfr-1407
17/07/2023,27719.05,11111.0,11815,tfr-1408
17/07/2023,4677.3,11111.0,11815,tfr-1409
18/07/2023,2000.0,11111.0,11113,tfr-1410
18/07/2023,1000.0,11111.0,11113,tfr-1411
18/07/2023,800.0,11111.0,21002,tfr-1412
19/07/2023,1500.0,11111.0,11113,tfr-1413
20/07/2023,5000.0,11111.0,11113,tfr-1414
20/07/2023,5000.0,11111.0,21002,tfr-1415
20/07/2023,2500.0,11111.0,11113,tfr-1416
20/07/2023,750.0,11111.0,21002,tfr-1417
21/07/2023,5000.0,11111.0,11113,tfr-1418
21/07/2023,2000.0,11111.0,11113,tfr-1419
24/07/2023,2500.0,11111.0,21002,tfr-1420
24/07/2023,2000.0,11111.0,11113,tfr-1421
24/07/2023,500.0,11111.0,11113,tfr-1422
24/07/2023,1750.0,11111.0,19001,tfr-1423
25/07/2023,10000.0,11111.0,11113,tfr-1424
25/07/2023,1000.0,11111.0,21002,tfr-1425
26/07/2023,1200.0,11111.0,21002,tfr-1426
26/07/2023,750.0,11111.0,21002,tfr-1427
27/07/2023,3500.0,11111.0,11113,tfr-1428
27/07/2023,1500.0,11111.0,11113,tfr-1429
27/07/2023,1000.0,11111.0,21002,tfr-1430
28/07/2023,4000.0,11111.0,21002,tfr-1431
31/07/2023,29667.9,11111.0,11815,tfr-1432
31/07/2023,3957.3,11111.0,11815,tfr-1433
31/07/2023,2000.0,11111.0,11112,tfr-1434
31/07/2023,1100.0,11111.0,21002,tfr-1435
31/07/2023,500.0,11111.0,21002,tfr-1436
31/07/2023,1750.0,11111.0,19001,tfr-1437
01/08/2023,2500.0,11111.0,21002,tfr-1438
01/08/2023,700.0,11111.0,11112,tfr-1439
01/08/2023,500.0,11111.0,11113,tfr-1440
01/08/2023,100.0,11111.0,11112,tfr-1441
02/08/2023,2500.0,11111.0,11113,tfr-1442
02/08/2023,2000.0,11111.0,19001,tfr-1443
02/08/2023,1100.0,11111.0,21002,tfr-1444
02/08/2023,500.0,11111.0,11113,tfr-1445
02/08/2023,500.0,11111.0,11113,tfr-1446
03/08/2023,3000.0,11111.0,11113,tfr-1447
03/08/2023,2000.0,11111.0,21002,tfr-1448
03/08/2023,1000.0,11111.0,11113,tfr-1449
04/08/2023,1200.0,11111.0,11113,tfr-1450
04/08/2023,1000.0,11111.0,21002,tfr-1451
04/08/2023,720.0,11111.0,11113,tfr-1452
04/08/2023,400.0,11111.0,21002,tfr-1453
07/08/2023,4000.0,11111.0,11113,tfr-1454
07/08/2023,500.0,11111.0,21002,tfr-1455
07/08/2023,1750.0,11111.0,19001,tfr-1456
08/08/2023,3000.0,11111.0,11113,tfr-1457
08/08/2023,2000.0,11111.0,11113,tfr-1458
08/08/2023,300.0,11111.0,21002,tfr-1459
09/08/2023,5000.0,11111.0,11113,tfr-1460
09/08/2023,1000.0,11111.0,21002,tfr-1461
09/08/2023,500.0,11111.0,11113,tfr-1462
10/08/2023,3000.0,11111.0,11113,tfr-1463
10/08/2023,3000.0,11111.0,11113,tfr-1464
10/08/2023,3000.0,11111.0,11113,tfr-1465
10/08/2023,2000.0,11111.0,21002,tfr-1466
11/08/2023,5000.0,11111.0,21002,tfr-1467
11/08/2023,3000.0,11111.0,11113,tfr-1468
11/08/2023,400.0,11111.0,21002,tfr-1469
14/08/2023,500.0,11111.0,11113,tfr-1470
14/08/2023,500.0,11111.0,21002,tfr-1471
14/08/2023,1750.0,11111.0,19001,tfr-1472
14/08/2023,500.0,11111.0,11113,tfr-1473
15/08/2023,27578.9,11111.0,11815,tfr-1474
15/08/2023,4517.3,11111.0,11815,tfr-1475
15/08/2023,3000.0,11111.0,21002,tfr-1476
15/08/2023,500.0,11111.0,21002,tfr-1477
16/08/2023,4000.0,11111.0,11113,tfr-1478
16/08/2023,2500.0,11111.0,11113,tfr-1479
17/08/2023,5000.0,11111.0,11113,tfr-1480
17/08/2023,3000.0,11111.0,11113,tfr-1481
18/08/2023,3000.0,11111.0,11113,tfr-1482
21/08/2023,1500.0,11111.0,11113,tfr-1483
21/08/2023,1000.0,11111.0,21002,tfr-1484
21/08/2023,500.0,11111.0,11113,tfr-1485
21/08/2023,1750.0,11111.0,19001,tfr-1486
21/08/2023,1000.0,11111.0,21002,tfr-1487
22/08/2023,1000.0,11111.0,11113,tfr-1488
22/08/2023,500.0,11111.0,11113,tfr-1489
22/08/2023,250.0,11111.0,21002,tfr-1490
23/08/2023,7000.0,11111.0,11113,tfr-1491
23/08/2023,1500.0,11111.0,11113,tfr-1492
23/08/2023,1000.0,11111.0,21002,tfr-1493
23/08/2023,500.0,11111.0,21002,tfr-1494
23/08/2023,500.0,11111.0,21002,tfr-1495
24/08/2023,3500.0,11111.0,11113,tfr-1496
24/08/2023,2500.0,11111.0,11113,tfr-1497
24/08/2023,2000.0,11111.0,21002,tfr-1498
25/08/2023,5000.0,11111.0,11113,tfr-1499
25/08/2023,1500.0,11111.0,21002,tfr-1500
25/08/2023,1500.0,11111.0,11113,tfr-1501
25/08/2023,400.0,11111.0,21002,tfr-1502
28/08/2023,250.0,11111.0,21002,tfr-1503
28/08/2023,1750.0,11111.0,19001,tfr-1504
28/08/2023,500.0,11111.0,11113,tfr-1505
29/08/2023,8200.0,11111.0,11112,tfr-1506
29/08/2023,8000.0,11111.0,21002,tfr-1507
31/08/2023,26334.9,11111.0,11815,tfr-1508
31/08/2023,4142.0,11111.0,11815,tfr-1509
31/08/2023,4277.3,11111.0,11815,tfr-1510
31/08/2023,2000.0,11111.0,21002,tfr-1511
31/08/2023,1600.0,11111.0,21002,tfr-1512
31/08/2023,1000.0,11111.0,21002,tfr-1513
01/09/2023,100.0,11111.0,21002,tfr-1514
04/09/2023,2000.0,11111.0,11113,tfr-1515
04/09/2023,1000.0,11111.0,11113,tfr-1516
04/09/2023,1750.0,11111.0,19001,tfr-1517
04/09/2023,1000.0,11111.0,11112,tfr-1518
04/09/2023,4800.0,11111.0,11113,tfr-1519
05/09/2023,1000.0,11111.0,21002,tfr-1520
05/09/2023,500.0,11111.0,11113,tfr-1521
06/09/2023,2000.0,11111.0,11113,tfr-1522
06/09/2023,1000.0,11111.0,11113,tfr-1523
06/09/2023,350.0,11111.0,21002,tfr-1524
07/09/2023,3000.0,11111.0,11113,tfr-1525
07/09/2023,3000.0,11111.0,11113,tfr-1526
07/09/2023,2500.0,11111.0,11113,tfr-1527
08/09/2023,6000.0,11111.0,11113,tfr-1528
08/09/2023,2500.0,11111.0,21002,tfr-1529
08/09/2023,300.0,11111.0,21002,tfr-1530
11/09/2023,1750.0,11111.0,19001,tfr-1531
12/09/2023,6000.0,11111.0,11113,tfr-1532
12/09/2023,4000.0,11111.0,21002,tfr-1533
13/09/2023,5000.0,11111.0,11113,tfr-1534
13/09/2023,4500.0,11111.0,11113,tfr-1535
13/09/2023,1000.0,11111.0,21002,tfr-1536
14/09/2023,5000.0,11111.0,21002,tfr-1537
14/09/2023,3500.0,11111.0,21002,tfr-1538
14/09/2023,3000.0,11111.0,11113,tfr-1539
14/09/2023,1500.0,11111.0,21002,tfr-1540
14/09/2023,1000.0,11111.0,11113,tfr-1541
14/09/2023,750.0,11111.0,21002,tfr-1542
15/09/2023,26520.25,11111.0,11815,tfr-1543
15/09/2023,4277.3,11111.0,11815,tfr-1544
15/09/2023,1100.0,11111.0,21002,tfr-1545
15/09/2023,1000.0,11111.0,21002,tfr-1546
15/09/2023,700.0,11111.0,21002,tfr-1547
15/09/2023,500.0,11111.0,11113,tfr-1548
18/09/2023,1500.0,11111.0,11113,tfr-1549
18/09/2023,1500.0,11111.0,11113,tfr-1550
18/09/2023,1000.0,11111.0,11113,tfr-1551
18/09/2023,1750.0,11111.0,19001,tfr-1552
18/09/2023,1000.0,11111.0,21002,tfr-1553
19/09/2023,2500.0,11111.0,11113,tfr-1554
19/09/2023,2000.0,11111.0,11113,tfr-1555
19/09/2023,500.0,11111.0,11113,tfr-1556
20/09/2023,5000.0,11111.0,11113,tfr-1557
20/09/2023,1500.0,11111.0,11113,tfr-1558
21/09/2023,5000.0,11111.0,11113,tfr-1559
21/09/2023,3000.0,11111.0,11113,tfr-1560
21/09/2023,2500.0,11111.0,11113,tfr-1561
21/09/2023,2500.0,11111.0,11113,tfr-1562
22/09/2023,6000.0,11111.0,11113,tfr-1563
22/09/2023,3500.0,11111.0,11113,tfr-1564
25/09/2023,2000.0,11111.0,11113,tfr-1565
25/09/2023,1000.0,11111.0,11113,tfr-1566
25/09/2023,1750.0,11111.0,19001,tfr-1567
26/09/2023,2500.0,11111.0,11113,tfr-1568
26/09/2023,1300.0,11111.0,21002,tfr-1569
27/09/2023,3000.0,11111.0,21002,tfr-1570
27/09/2023,1600.0,11111.0,21002,tfr-1571
27/09/2023,1000.0,11111.0,21002,tfr-1572
27/09/2023,500.0,11111.0,21002,tfr-1573
28/09/2023,1700.0,11111.0,21002,tfr-1574
28/09/2023,500.0,11111.0,21002,tfr-1575
29/09/2023,29210.05,11111.0,11815,tfr-1576
29/09/2023,3957.3,11111.0,11815,tfr-1577
29/09/2023,600.0,11111.0,21002,tfr-1578
02/10/2023,2000.0,11111.0,11113,tfr-1579
02/10/2023,1750.0,11111.0,19001,tfr-1580
03/10/2023,2500.0,11111.0,11113,tfr-1581
03/10/2023,700.0,11111.0,21002,tfr-1582
04/10/2023,500.0,11111.0,11113,tfr-1583
05/10/2023,4000.0,11111.0,11113,tfr-1584
05/10/2023,2000.0,11111.0,11113,tfr-1585
06/10/2023,5500.0,11111.0,11113,tfr-1586
06/10/2023,1000.0,11111.0,11113,tfr-1587
06/10/2023,1000.0,11111.0,21002,tfr-1588
09/10/2023,1500.0,11111.0,11113,tfr-1589
09/10/2023,500.0,11111.0,11113,tfr-1590
09/10/2023,500.0,11111.0,11113,tfr-1591
09/10/2023,250.0,11111.0,21002,tfr-1592
09/10/2023,200.0,11111.0,21002,tfr-1593
