Item Number,Item Name,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
18-BBC-Vlv-Spg-Dual-Crcle-Trac,PSI-CT1277-Dual-230@1.875-655@,,,41112,51111,,714.00,1,GST,X,0,1,0,0,0,0,0,714,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£548.63,,
18-BBC-Comp-Cam-MolyRetainer,CC748-16-10deg-1.5x1.095x.710,,,41112,51111,,145.00,1,GST,X,0,1,0,0,0,0,0,145,714,714,714,714,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£110.77,,
18-BBC-Comp-Cam-Spring Loc,CC4772-16-1.55x.75-x.57,,,41112,51111,,112.00,1,GST,X,0,1,0,0,0,0,0,112,145,145,145,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£85.90,,
18-Loc-Cap,42404-8,,,41112,51111,,330.00,1,GST,X,0,1,0,0,0,0,0,330,112,112,112,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£253.22,,
28-Hol-308-Solid Lifters,CO2900-16-Perf-Solid-Lifters,,,41112,51111,,398.00,1,GST,X,0,1,0,0,0,0,0,398,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£306.21,,
28-Hol-308-Camshaft-F288,CO883691-F288-Camshaft,,,41112,51111,,422.00,1,GST,X,0,1,0,0,0,0,0,422,231,231,231,231,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£324.03,,
18-SBC-Tall-Vlv-Covers,ED4263 Elite II Tall,,,41112,51111,,316.00,1,GST,X,0,1,0,0,0,0,0,316,316,316,316,316,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£242.42,,
18-SBC-#16-Fem-Weld-on,SF990-16-D-#16-Weld-On,,,41112,51111,,16.00,1,GST,X,0,1,0,0,0,0,0,16,316,316,316,316,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£11.98,,
18-SF-814-16-Plug-Black,SF814-16-BLK-O-Ring-Plug-Black,,,41112,51111,,26.00,1,GST,X,0,1,0,0,0,0,0,26,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£19.25,,
"18-SBC-Pushrod-7.150""",CO7635-16-7.150x.080x5/16dia,,,41112,51111,,261.00,1,GST,X,0,1,0,0,0,0,0,261,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£200.09,,
"16-2J-Head-Gasket-87mm-.051""","C4276-051-Head-Gskt-87mm-.051""",,,41112,51111,"C4276-051-Head-Gskt-87mm-.051""",337.00,1,GST,X,0,1,0,0,0,0,0,337,261,261,261,261,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£258.64,,
26-RB30-Main-Brng-H-STD,7M2394H-STD-ACL-Race-MB,,,41112,51111,7M2394H-STD-ACL-Race-MB,104.00,1,GST,X,0,1,0,0,0,0,0,104,104,104,104,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£79.67,,
26-RB30-Main-Brng-HX-STD,7M2394HX-STD-ACL-Race-MB,,,41112,51111,7M2394HX-STD-ACL-Race-MB,104.00,1,GST,X,0,1,0,0,0,0,0,104,104,104,104,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£79.67,,
26-RB30-Rod-Brng-H-STD,6B2390-H-STD-ACL-Race-RB,,,41112,51111,6B2390-H-STD-ACL-Race-RB,89.00,1,GST,X,0,1,0,0,0,0,0,89,104,104,104,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£52.94,,
26-RB30-Rod-Brng-HX-STD,6B2390-HX-ACL-Race-RB,,,41112,51111,6B2390-HX-ACL-Race-RB,69.00,1,GST,X,0,1,0,0,0,0,0,69,69,69,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£52.94,,
28-SBC-Hyd-Lifter,CO869-16-Hyd-Fat-Tappet-Lifter,,,41112,51111,CO869-16-Hyd-Fat-Tappet-Lifter,261.00,1,GST,X,0,1,0,0,0,0,0,261,69,69,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£198.00,,
18-KaaseyP51-Ret,23684-16-Manley-Ret-1.5-DBBL,,,41112,51111,,506.00,1,GST,X,0,1,0,0,0,0,0,506,506,506,506,506,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£388.74,,
18-Kaasey-VS-Cups,42119-16-Manley-VS-Cups,,,41112,51111,,133.00,1,GST,X,0,1,0,0,0,0,0,133,506,506,506,506,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£102.08,,
14-Hon-K-FR-Head-Gasket,Hon-K-FR-Head-Gasket,,,41113,51120,Hon-K-FR-Head-Gasket,0.00,1,GST,X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
18-1UZ-Camshafts,1UZ-Camshafts,,,41112,51111,,0.00,1,GST,X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
26-RB30-Torringon-Ring,Machine Trtn Ring 65x63.3x4.75,,,,58010,Machine Trtn Ring 65x63.3x4.75,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£19.25,,
26-2J-Conversion-Gasket-set,C2216K-2J-Conversion-Gasket,,,41112,51111,C2216K-2J-Conversion-Gasket,148.00,1,GST,X,0,1,0,0,0,0,0,148,148,148,148,148,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£113.65,,
58-308-Anodize-Main-Caps,308-Anodize-Main-Caps,,,,51111,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
"26-DS-1""-Filler-Neck-Assy","SF460-16-BLK-1""-Filler-Neck-As",,,41112,51111,"SF460-16-BLK-1""-Filler-Neck-As",38.00,1,GST,X,0,1,0,0,0,0,0,38,28.89,28.89,28.89,28.89,28.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£28.89,,
18-SBC-Inlet-Gskt-Set,HA154-Inlet-Gskt-Set,,,41112,51111,,53.00,1,GST,X,0,1,0,0,0,0,0,53,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£40.72,,
26-2J-Water-Pump,16100-49847-NonVVTI-Water-Pump,,,41112,51111,16100-49847-NonVVTI-Water-Pump,348.00,1,GST,X,0,1,0,0,0,0,0,348,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£267.26,,
16-2JCam-Cover-Gaskets,NonVVTI-Cam-Cover-Gaskets,,,41112,51111,NonVVTI-Cam-Cover-Gaskets,73.00,1,GST,X,0,1,0,0,0,0,0,73,348,348,348,348,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£56.06,,
18-1UZ-Cam-Follower-DLC-Coated,Cam-Flwr-DLC-Coated-31mmx2.78,,,41112,51111,,1377.00,1,GST,X,0,1,0,0,0,0,0,1377,1377,1377,1377,1377,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,"£1,058.62",,
16-2JZ-Spring &  Ret-Kit,SPRK-TS1009-Supertech Spring &,,,41112,51111,SPRK-TS1009-Supertech Spring & Ret Kit Toyota 2JZ Drag,1330.00,1,GST,X,0,1,0,0,0,0,0,1330,1377,1377,1377,1377,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,"£1,022.30",,
18-BBF-460-Locks,"0.341"" 10 deg -0.050"" Locks",,,41112,51111,,62.00,1,GST,X,0,1,0,0,0,0,0,62,1146.72,1146.72,1146.72,1146.72,1146.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£47.13,,
18-BBF-460-Valve-Springs,Crane99896-16 Valve Springs,,,41112,51111,,469.00,1,GST,X,0,1,0,0,0,0,0,469,469,469,469,469,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£360.51,,
48-Grind-Main-Journals,"Grind Main Journal 0.001""",,,41112,51111,,247.00,1,GST,X,0,1,0,0,0,0,0,247,247,247,247,247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£189.27,,
28-BBF-460-Cam-Bearing-Set,F-30 Ford 429-460 Cam Bearing ,,,41112,51111,,58.00,1,GST,X,0,1,0,0,0,0,0,58,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£43.99,,
28-BBF-460-Full-Gskt-Set,260-1013SP BBF Gasket Set,,,41112,51111,,186.00,1,GST,X,0,1,0,0,0,0,0,186,186,186,186,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£142.99,,
28-BBC-Camshaft-Bearing-Set,CH-12 Chev B/B Cam Brng Set,,,41112,51111,,51.00,1,GST,X,0,1,0,0,0,0,0,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£38.65,,
28-BBC-Con-Rod-Bearing-Set,8CB743A-STD CR Bearing Set,,,41112,51111,,130.00,1,GST,X,0,1,0,0,0,0,0,130,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£96.24,,
28-SBC-Solid-Cam,CO12-674-4-Ext-Energy-218/224,,,41112,51111,,588.00,1,GST,X,0,1,0,0,0,0,0,588,469,469,469,469,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£452.00,,
28-SBC-Running-In-Oil-Penrite,Run005 Penrite Running In-Oil,,,41112,51111,,60.00,1,GST,X,0,1,0,0,0,0,0,60,588,588,588,588,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£45.50,,
28-SBC-Penrite-Oil-HPR10,HPR1005,,,41112,51111,,86.00,1,GST,X,0,1,0,0,0,0,0,86,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£65.51,,
28-SBC-Oil-Filter-WZ40,Z40 Oil Filter,,,41112,51111,,33.00,1,GST,X,0,1,0,0,0,0,0,33,86,86,86,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£24.74,,
18-SBC-Spark-Plug,BCPR7ES-NGK-Spark-Plug,,,41112,51111,,7.00,1,GST,X,0,1,0,0,0,0,0,7,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£5.16,,
46-Strip-Block,Strip-Block,,,41112,,"Strip-Block Remove oil pump, rear main seal & Crankshaft. ",143.00,1,GST,X,0,1,0,0,0,0,0,143,130,130,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
46-RB-Hotwash,RB-Hotwash,,,41112,,,186.00,1,GST,X,0,1,0,0,0,0,0,186,130,130,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
46-RB-Bore & Hone-W/Trq-plate,RB-Bore & Hone-W/Trq-plate,,,41112,,,440.00,1,GST,X,0,1,0,0,0,0,0,440,186,186,186,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
46-RB-Deck-Block,RB-Deck-Block,,,41112,,,260.00,1,GST,X,0,1,0,0,0,0,0,260,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
46-RB-Blue-Print-Brg-Clearance,RB-Blue-Print-Brg-Clearance,,,41112,,,260.00,1,GST,X,0,1,0,0,0,0,0,260,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
36-RB-Strip & Inspect Head,RB-Strip & Inspect Head,,,41112,,,143.00,1,GST,X,0,1,0,0,0,0,0,143,130,130,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
36-RB26-Cut-Seats,RB26-Cut-Performance-Multi-Ang,,,41112,,,440.00,1,GST,X,0,1,0,0,0,0,0,440,440,440,440,440,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
36-RB26-Face-Valves,RB26-Face-Valves,,,41112,,,5.96,1,GST,X,0,1,0,0,0,0,0,5.96,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
36-RB26-Assemble-Head,RB26-Assemble-Head,,,41112,,RB26 De-burr Clean & Assemble Head,460.00,1,GST,X,0,1,0,0,0,0,0,460,440,440,440,440,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
46-RB-Install-oil-pump-Drive-C,Install-oil-pump-Drive-Collar,,,41112,,,143.00,1,GST,X,0,1,0,0,0,0,0,143,130,130,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
46-RB-Remove-crank-plug,Remove-crank-plug-Instal-NPT-P,,,41112,,Remove-crank-plug-Instal-NPT-Plugs,143.00,1,GST,X,0,1,0,0,0,0,0,143,130,130,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
28-SBC-Solid-Lifter-Set,2900-16-Comp-Solid-Lifter-Set,,,41112,51111,,241.00,1,GST,X,0,1,0,0,0,0,0,241,241,241,241,241,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£185.22,,
48-SBC-Change-camshaft & Lifte,Change-camshaft & Lifters,,,41112,,,241.00,1,GST,X,0,1,0,0,0,0,0,241,241,241,241,241,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
16-RB26-Ex-Cam-Pulley,T152010 Tomei Red Ex Cam Pulle,,,41112,51111,T152010 Tomei Red Ex Cam Pulle,307.45,1,GST,X,0,1,0,0,0,0,0,307.45,307.45,307.45,307.45,307.45,307.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£236.50,,
26-2J-Main-Bearing-Calico,7M8103HC-STD,,,41112,51111,7M8103HC-STD Calico Main Bearing,418.00,1,GST,X,0,1,0,0,0,0,0,418,158,158,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£316.80,,
82-M12x50mm-SktHd-Cap-Scw-Blk,M12x50mm-SktHd-Cap-Scw-Blk,,,,51120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-M12x60mm-Skt-Hd-Cap-Scw-Blk,M12x60-Skt-Hd-Cap-Scw-Blk,,,,51120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-M12x70mm-Skt-Hd-Cap-Scw-Blk,M12x70mm-Skt-Hd-Cap-Scw-Blk,,,,51120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-M12x80mm-Skt-Hd-Cap-Scw-Blk,M12x80mm-Skt-Hd-Cap-Scw-Blk,,,,51120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-M12x90mm-Skt-Hd-Cap-Scw-Blk,M12x90mm-Skt-Hd-Cap-Scw-Blk,,,,51120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-M12x100mm-Skt-Hd-Cap-Scw-Bl,M12x100mm-Skt-Hd-Cap-Scw-Blk,,,,51120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-M8x40mm-Skt-Hd-Cap-Scw-Znc,M8x40mm-Skt-Hd-Cap-Scw-Znc-Plt,,,,51120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-M6x20mm-Skt-Hd-Cap-Scw-Znc,M6x20mm-Skt-Hd-Cap-Scw-Znc-Plt,,,41112,51120,,0.20,1,GST,X,0,1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
"82-Bolt-Grd5HT-1/2""UNCx1 1/2""l","Bolt-Grd5HT-1/2""UNCx1 1/2""long",,,,51120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
16-2J-Spring-Seat,Seat-TS1015-12,,,41112,51111,Seat-TS1015-12,12.00,1,GST,X,0,1,0,0,0,0,0,12,370,370,370,370,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£9.02,,
26-RB26-Oil-Seal-Crank,13510-10Y10-Oil-Seal-Crank,,,41112,51111,13510-10Y10-Oil-Seal-Crank,37.00,1,GST,X,0,1,0,0,0,0,0,37,370,370,370,370,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
28-SBC-Dart-SHP-Block,31161111L-Dart-SHP-Block-Suit ,,,41112,51111,,3836.00,1,GST,X,0,1,0,0,0,0,0,3836,3836,3836,3836,3836,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,"£2,950.36",,
18-SBC-Intake-Manifold-Gasket,FP1244-Intake-Manifold-Gskt,,,41112,51111,,52.00,1,GST,X,0,1,0,0,0,0,0,52,52,52,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£39.32,,
16-RB26-IN-Cam-Pulley,T152009,,,41112,51111,T152009 RB26-IN-Cam-Pulley,307.45,1,GST,X,0,1,0,0,0,0,0,307.45,307.45,307.45,307.45,307.45,307.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£236.50,,
24-Hon-D16-Waterpump,Hon-D16-Waterpump,,,41112,51111,Hon-D16-Waterpump,56.00,1,GST,X,0,1,0,0,0,0,0,56,56,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£42.55,,
14-Hon-D16-Head-Studs-ARP,ARP2084305-Head-Studs-ARP,,,41112,51111,ARP2084305-Head-Studs-ARP,293.00,1,GST,X,0,1,0,0,0,0,0,293,293,293,293,293,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£224.75,,
86-Bubble-Wrap,Bubble Wrap 2650104S.25 375mm,,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
"82-Nut-UNC-5/16""-Zinc-Pltd","Nut-UNC-5/16""-Zinc-Pltd",,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-UNC-3/8x3-Skt-Hd-Cap-Scw-Zi,UNC-3/8x3-Skt-Hd-Cap-Scw-Zinc-,,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-UNC-3/8x51/2-Skt-Hd-Cap-Scw,UNC-3/8x51/2-Skt-Hd-Cap-Scw-Zi,,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-UNC-3/8x6-Skt-Hd-Cap-Scw-Zi,UNC-3/8x6-Skt-Hd-Cap-Scw-Zinc-,,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
92-Spacer-32x10,Spacer-32x10,,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
92-Spacer-47x10,Spacer-47x10,,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
92-Spacer-73x10,Spacer-73x10,,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
92-Spacer-66x10,Spacer-66x10,,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
92-Spacer-110x10,Spacer-110x10,,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
92-Spacer-120x10,Spacer-120x10,,,,60120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-Zink-Plating-Bolts,Zink-Plating-Bolts,,,,51111,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
18-Manley-Valve-2.200,Manley-Valve-GenII-2.200-Blank,,,41112,51111,,63.00,1,GST,X,0,1,0,0,0,0,0,63,3836,3836,3836,3836,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£48.00,,
18-Manley-Valve-1.625,Manley-Valve-GenII-1.625-Blank,,,41112,51111,,63.00,1,GST,X,0,1,0,0,0,0,0,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£48.22,,
28-SBC-Rear-Main-Seal,2900-Felpro-RMS-2 piece,,,41112,51111,,38.00,1,GST,X,0,1,0,0,0,0,0,38,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£29.04,,
18-Anodize-Shock-Tower,Anodize-Shock-Tower,,,41113,51120,,0.00,1,GST,X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
82-1/16-NPT-Tap,1/16-NPT-Tap,,,,51120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
28-SBC-SHP-Block-Parts-Kit,SBC-SHP-Dart-Block-Parts-Kit,,,41112,51111,,262.00,1,GST,X,0,1,0,0,0,0,0,262,262,262,262,262,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£201.19,,
28-SBC-Sump-Gskt,FPOS34510T-SBC-Sump-Gskt,,,41112,51111,,81.00,1,GST,X,0,1,0,0,0,0,0,81,262,262,262,262,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£61.60,,
18-SBC-MLS-Head-Gskt,FP1144-SBC-MLS-Head-Gskt,,,41112,51111,,168.00,1,GST,X,0,1,0,0,0,0,0,168,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£129.13,,
46-RB-Install-Main-Studs-Check,Install-Main-Studs-Check-Tunne,,,41112,,Install-Main-Studs-Check-Tunnel,143.00,1,GST,X,0,1,0,0,0,0,0,143,130,130,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
46-RB-Hone-Main-Tunnel,Hone-Main-Tunnel,,,41112,58000,,745.00,1,GST,X,0,1,0,0,0,0,0,745,715,715,715,715,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
