Job Number,Job Name,Sub-job of,Header,Description,Contact,Percent Complete,Start Date,Finish Date,Manager,Linked Customer,Inactive Job,Track Reimburseables
656-13,Home Co Marsden Park North,656,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
809,Colliers International,,H,,,0%,,,,,N,N
809-02,Arnhemica House,809,D,,,0%,,,,Accounts,N,N
809-03,Cascom House,809,D,,,0%,,,,Accounts,N,N
809-04,Jacana House,809,D,,,0%,,,,Accounts,N,N
735-14,Discovery House,735,D,,,0%,,,,The Trustee for DISCOVERY HOUSE TRUST,N,N
902-02,Gawler Central Shopping Centre,902,D,,,0%,,,,Wakefield Properties Pty Ltd,N,N
1002-01,Smithfield Shopping Centre,,D,,,0%,,,,BM Property Services,N,N
1437-37,Tafe Building,1437,D,,,0%,,,,,N,N
1437-54,Wise Medical Building,1437,D,,,0%,,,,,N,N
1435-11,299 Adelaide Street,1435,D,,,0%,,,,,N,N
625-37,32 Mann Street,625,D,,,0%,,,,,N,N
1435-17,50 Cavill Avenue,1435,D,,,0%,,,,Elanor Investment Nominees Pty Limited As,N,N
913-01,76 Waymouth Street,,D,,,0%,,,,Starmaker (888) Pty Ltd,N,N
1024-03,Bunnings Newstead,1024,D,,,0%,,,,MPG Funds Management ATF BW Newstead Trust,N,N
1027-04,Southport Showrooms,1027,D,,,0%,,,,,N,N
1027-06,65-85 Browns Plains Road,1027,D,,,0%,,,,BWP Management Limited,N,N
1027-07,78-90 Dalton Drive,1027,D,,,0%,,,,Newmark Hardware Property Trust No.2,N,N
1437-58,Willows Shoppingtown,1437,D,,,0%,,,,Farrell Heidelberg Pty Ltd atf Essential Services,N,N
656-17,Australian Catholic University,656,D,,,0%,,,,Australian Catholic University,N,N
601-12,Hoxton Park Central,601,D,,,0%,,,,BWP Management Ltd The Trustee For Bwp Trust,N,N
546-01,105 Prince Street,,D,,,0%,,,,Attention: Rahul Verma (Rocky),N,N
902-03,134 Fullarton Road,902,D,,,0%,,,,KENSINGTON HOUSE PTY LTD ZARAK PL,N,N
744-17,50 Marcus Clarke Street,744,D,,,0%,,,,,N,N
744-18,186 Reed Street,744,D,,,0%,,,,,N,N
625-38,Wagga Wagga Marketplace,625,D,,,0%,,,,,N,N
911-02,Festival Tower,911,D,,,0%,,,,Cirka Group Pty Ltd,N,N
594-03,Spring Farm Shopping Centre,594,D,,,0%,,,,PWQ Pty Ltd as trustee for the Spring Farm,N,N
1089,SKG Services,,H,,,0%,,,,,N,N
1089-02,Earlville Shopping Town,1089,D,,,0%,,,,SKG Services,N,N
1027-08,Hervey Bay Home,1027,D,,,0%,,,,BWP Management Ltd The Trustee For Bwp Trust,N,N
1027-09,Home Gladstone,1027,D,,,0%,,,,,N,N
601-01,Amart Port Macquarie,601,D,,,0%,,,,,N,N
233-03,Pakenham Homemaker Centre,233,D,,,0%,,,,,N,N
233-04,Warragul Homemaker Centre,233,D,,,0%,,,,,N,N
225-04,World Trade Centre- Commercial,225,D,,,0%,,,,Join Glory WTY Pty LTd The Trustee For WTC,N,N
233-05,Lincoln Mills Homemaker Centre,233,D,,,0%,,,,,N,N
233-06,Broadmeadows Homemaker Centre,233,D,,,0%,,,,,N,N
1437-64,Coorparoo Square,1437,D,,,0%,,,,Coorparoo Square Pty Ltd,N,N
1034-01,Longreach Airport,,D,,,0%,,,,Longreach Airport Pty Ltd,N,N
744-19,25 Cowlishaw Street,744,D,,,0%,,,,,N,N
744-20,40 Bunda Street,744,D,,,0%,,,,,N,N
1017-04,22 Magnolia Drive,1017,D,,,0%,,,,Brookwater Investment Trust,N,N
547,TGC Property Group,,H,,,0%,,,,,N,N
547-01,15 Blue Street,547,D,,,0%,,,,Aqualand 15 Blue Holding Pty Ltd,N,N
547-02,146 Arthur Street,547,D,,,0%,,,,JW Argyle Nominee Pty Limited,N,N
1437-65,Earlville Shopping Town,1437,D,,,0%,,,,Fawkner Property Limited ATF The Trustee,N,N
547-03,Condell Park Shopping Centre,547,D,,,0%,,,,Simmattown Pty Ltd,N,N
744-21,21 Genge Street,744,D,,,0%,,,,,N,N
625-39,520 Smollett Street,625,D,,,0%,,,,,N,N
548,Commercial Collective,,H,,,0%,,,,,N,N
548-01,Mayfield East Shopping Village,548,D,,,0%,,,,Mayfield Ventures P/L,N,N
276,Aplus Facilities Services,,H,,,0%,,,,,N,N
276-01,1A Collings Street,276,D,,,0%,,,,Aplus Facility Services Pty Ltd,N,N
276-02,28A-28B Pickett Street,276,D,,,0%,,,,Aplus Facility Services Pty Ltd,N,N
1435-06,Paradise,1435,D,,,0%,,,,Certane Spv Management Pty Ltd,N,N
1435-18,The Forum,1435,D,,,0%,,,,Certane Spv Management Pty Ltd,N,N
269-02,233 William Street,269,D,,,0%,,,,Cirka Group Pty Ltd,N,N
1437-66,Northpoint,1437,D,,,0%,,,,The Trustee for APOT II No.1,N,N
1437-68,Birkdale Fair,1437,D,,,0%,,,,The Trustee for APOT II No.1,N,N
1437-69,Noosa Village,1437,D,,,0%,,,,The Trustee for Australian Property Opportunities,N,N
1369-09,Mermaid Plaza,1369,D,,,0%,,,,BJM Markeri Pty Limited,N,N
231-04,1 Acacia Place,231,D,,,0%,,,,Happsa Group Pty Ltd,N,N
231-05,3 Acacia Place,231,D,,,0%,,,,Happsa Group Pty Ltd,N,N
231-06,Ferntree Gully Business Park,231,D,,,0%,,,,Happsa Group Pty Ltd,N,N
1437-70,310 Ann Street,1437,D,,,0%,,,,AM 310 Ann Street Investment Pty Ltd,N,N
1437-71,108 Brisbane Road,1437,D,,,0%,,,,The Trustee for Feecha SC Unit Trust,N,N
1437-73,2-4 Woomba Place,1437,D,,,0%,,,,,N,N
517,Sydney Tools,,H,,,0%,,,,,N,N
517-02,Tradeco Coffs Harbour,517,D,,,0%,,,,Coffs Harbour Tradeco Pty Ltd,N,N
1344-03,Kawana Shoppingworld,1344,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
629-08,Glendale Shopping Centre,629,D,,,0%,,,,Access Group Solutions,N,N
656-16,15 Help Street,656,D,,,0%,,,,One Pro Chatswood Pty Ltd,N,N
227-03,636 St Kilda Road,227,D,,,0%,,,,Tradeflex,N,N
211-01,785-789 Toorak Road,211,D,,,0%,,,,Terraplex Pty Ltd as Trustee for The 785,N,N
507-01,24 Flora Street,,D,,,0%,,,,,N,N
101-01,1 Forrest Place,,D,,,0%,,,,,N,N
112-01,25 Rowe Avenue,112,D,,,0%,,,,Millennium (WA) PTY LTD,N,N
909-09,37 Richmond Road,909,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
698-29,Newmarket Residences,698,D,,,0%,,,,,N,N
238-01,Eastwood Village Shopping Cent,,D,,,0%,,,,EVPF Pty Ltd,N,N
1352-20,Bulimba Central,1352,D,,,0%,,,,,N,N
656-49,Health Co Macquarie Park,656,D,,,0%,,,,Healthco Healthcare and Wellness REIT,N,N
1325-40,Proxima,1325,D,,,0%,,,,,N,N
1325-64,Home Co Lutwyche,1325,D,,,0%,,,,,N,N
239-01,607 St Kilda Road,,D,,,0%,,,,Metropolitan Property Services Australia Pty Ltd,N,N
201-05,Caulfield Village,201,D,,,0%,,,,Millennium Hi-Tech Pty Ltd (VIC),N,N
509-33,Meriton VSQ North,509,D,,,0%,,,,Meriton Property Services Pty Ltd,N,N
1369-16,Currimundi Marketplace,1369,D,,,0%,,,,JAT & G Sheahan,N,N
1369-17,Parkland Springs Village,1369,D,,,0%,,,,,N,N
1369-39,748 Nicklin Way,1369,D,,,0%,,,,McHugh Property Investments,N,N
240,461Bourke,,H,,,0%,,,,,N,N
240-01,461 Bourke Street,240,D,,,0%,,,,461 Bourke Street Pty Ltd,N,N
240-02,128 Exhibition Street,240,D,,,0%,,,,128 Exhibition Street Pty Ltd,N,N
698-03,155 Clarence Street,698,D,,,0%,,,,The Trustee for UIR Australia II Fund,N,N
528,Panthers,,H,,,0%,,,,,N,N
528-02,Penrith Panthers Leagues Club,528,D,,,0%,,,,Penrith Panthers Leagues Club,N,N
1437-25,Gardne Square Complex,1437,D,,,0%,,,,QE035 Trust,N,N
227-04,385 Bourke Street,227,D,,,0%,,,,Tradeflex,N,N
1240-01,9 Boron Street,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-06,121 Evans Road,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-09,60 Grindle Road,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1437-75,Macgregor Homemaker Centre,1437,D,,,0%,,,,The Trust Company (Australia) Limited as,N,N
656-50,Home Co Roselands,656,D,,,0%,,,,,N,N
1335-04,Rothwell Central,1335,D,,,0%,,,,,N,N
1325-59,161 Hugh Street,1325,D,,,0%,,,,Elenagen Pty Ltd ATF Doubinski Family,N,N
1437-76,North Shore Marketplace,1437,D,,,0%,,,,,N,N
1010-01,Townsville Shopping Centre,1010,D,,,0%,,,,Trident Services Australia,N,N
1001-01,Home Co Marsden,,D,,,0%,,,,AIO Services,N,N
720-20,Novotel Sydney Parramatta,720,D,,,0%,,,,,N,N
205-01,595 Collins Street,205,D,,,0%,,,,Springmount Services Pty Ltd,N,N
705-01,18 Canberra Avenue,705,D,,,0%,,,,Accounts,N,N
1362-03,Newport Marketplace,1362,D,,,0%,,,,,N,N
744-22,11 Moore Street,744,D,,,0%,,,,,N,N
272-05,Stud Park Shopping Centre,272,D,,,0%,,,,BIC Consolidated,N,N
1435-03,145 Florence Street,1435,D,,,0%,,,,City of Brisbane Investment Corporation Pty Ltd,N,N
211,Colliers International,,H,,,0%,,,,,N,N
211-02,1 Peters Avenue,211,D,,,0%,,,,The Trust Co Aust Ltd,N,N
1049-01,120 Edward Street,1049,D,,,0%,,,,CPDF Sub-Trust 12 C/ Clarence Property,N,N
547-04,12-14 Falcon Street,547,D,,,0%,,,,Tetra-I Corporation Pty Ltd,N,N
547-05,17-19 Sydney Road,547,D,,,0%,,,,Cinemeccanica Australia Pty Ltd,N,N
536-01,Grafton Shoppingworld,,D,,,0%,,,,Springmount Services Pty Ltd,N,N
1049-05,The Rocket,1049,D,,,0%,,,,Clarence Property Diversified Fund,N,N
1081-03,333 Adelaide Street,1081,D,,,0%,,,,Dang Prosperity Fund Pty Ltd ATF Dacco Trust,N,N
1081-04,16 Marie Street,1081,D,,,0%,,,,Trust Company Ltd ACF Milton Office Trust,N,N
1081-05,252 St Pauls Terrace,1081,D,,,0%,,,,252 SPT Pty Ltd ATF 252 Trust,N,N
549-01,Goonellabah Village,,D,,,0%,,,,,N,N
910,JLL,,H,,,0%,,,,,N,N
910-02,Northpark Shopping Centre,910,D,,,0%,,,,Duke North Park Pty Ltd,N,N
550-01,The Village on Summer Street,,D,,,0%,,,,Parkstone Village on Summer Pty Ltd,N,N
215-02,Warrnambool East Shopping Cent,215,D,,,0%,,,,CleanNet Australia,N,N
241-01,Asburton Pool & Recreation Cen,,D,,,0%,,,,YMCA Victoria Incorporated,N,N
112-07,Westfield Carousel,112,D,,,0%,,,,Millennium (WA) PTY LTD,N,N
1014-01,Hope Island Marketplace,,D,,,0%,,,,Austin Property Development Pty Ltd,N,N
1352-21,Woolworths Logan Village MP,1352,D,,,0%,,,,Logan Linx Pty Ltd,N,N
1240-07,525 Boundary Street,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1416-03,9 Tennyson Street,1416,D,,,0%,,,,Accounts,N,N
924-01,Saints Shopping,,D,,,0%,,,,Saints Shopping,N,N
625-35,Nowra Centre Plaza,625,D,,,0%,,,,Farrell Heidelberg Pty Ltd (ACN 147 265 316),N,N
1003-07,Ripley Town Centre,1003,D,,,0%,,,,Ripley Investments No1 Pty Ltd,N,N
1435-51,19 Lang Parade,1435,D,,,0%,,,,Nikos Property Trust,N,N
1325-17,64 Marine Parade,1325,D,,,0%,,,,Zupp 64 Pty Ltd ATF Zupp 64 Trust,N,N
205-02,Mornington Central,205,D,,,0%,,,,Springmount Services Pty Ltd,N,N
205-03,Lynbrook Village Shopping Cent,205,D,,,0%,,,,Springmount Services Pty Ltd,N,N
224,SECUREclean,,H,,,0%,,,,,N,N
224-02,Mickelham Post Entry Quarantin,224,D,,,0%,,,,SECUREclean (VIC) Pty Ltd,N,N
200-13,Craigieburn Village Shopping C,200,D,,,0%,,,,,N,N
541-03,1-3 Brady Street,541,D,,,0%,,,,,N,N
541-04,Peninsula Village,541,D,,,0%,,,,,N,N
704-01,205 Anketell Street,,D,,,0%,,,,205 Anketell Street Pty Ltd,N,N
918-04,Festival Plaza,918,D,,,0%,,,,BIC Consolidated,N,N
1016-01,John Paul College,,D,,,0%,,,,John Paul College,N,N
1374-18,Jubilee Place,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
543-01,93 Shepherd Street,,D,,,0%,,,,,N,N
1437-02,Andergrove Village,1437,D,,,0%,,,,ISPT Retail Aust Property Trust (Andergrove QLD),N,N
1352-22,89-98 Anzac Avenue,1352,D,,,0%,,,,,N,N
914-02,Adelaide Central Plaza,914,D,,,0%,,,,Millennium Hi-Tech Pty Ltd (SA),N,N
205-04,850 Collins Street,205,D,,,0%,,,,Springmount Services Pty Ltd,N,N
205-05,DFO South Wharf,205,D,,,0%,,,,Springmount Services Pty Ltd,N,N
205-10,575 Bourke Street,205,D,,,0%,,,,Springmount Services Pty Ltd,N,N
108-01,Warnbro Centre,,D,,,0%,,,,Ozland Group Services Pty Ltd,N,N
523-01,Auburn Ruth Everus Aquatic Cen,,D,,,0%,,,,Belgravia Leisure,N,N
702-07,Active Leisure Centre,702,D,,,0%,,,,Property and Government Insourcing,N,N
551,ESR Australia & New Zealand,,H,,,0%,,,,,N,N
551-01,10A Julius Avenue,551,D,,,0%,,,,ESR Investment Nominees 3 (Australia) Pty,N,N
551-02,10 Julius Avenue,551,D,,,0%,,,,ESR Investment Nominees 3 (Australia) Pty,N,N
551-03,1 Lucknow Road,551,D,,,0%,,,,ESR Investment Nominees 3 (Australia) Pty,N,N
551-04,12 Julius Avenue,551,D,,,0%,,,,ESR Investment Nominees 3 (Australia) Pty,N,N
551-05,16 Rodborough Road,551,D,,,0%,,,,ESR Investment Nominees 3 (Australia) Pty,N,N
551-06,44 Waterloo Road,551,D,,,0%,,,,ESR Investment Management 1 (Australia) Pty Ltd,N,N
1369-45,Varsity One,1369,D,,,0%,,,,,N,N
1051-01,33 Lytton Road,,D,,,0%,,,,Marker Invest Pty Ltd,N,N
