Job Number,Job Name,Sub-job of,Header,Description,Contact,Percent Complete,Start Date,Finish Date,Manager,Linked Customer,Inactive Job,Track Reimburseables
500-02,Ed Square,500,D,,,0%,,,,Australand Residential (Edmondson Park) Trust,N,N
272-50,Sofitel on Collins,272,D,,,0%,,,,BIC Consolidated,N,N
272-51,35 Collins Street (Commercial),272,D,,,0%,,,,BIC Consolidated,N,N
272-52,45 Collins Street (Retail),272,D,,,0%,,,,BIC Consolidated,N,N
213,Knight Frank,,H,,,0%,,,,,N,N
213-01,Elizabeth Business Centre,213,D,,,0%,,,,Charter Hall PGGM Industrial Partnership No.2,N,N
213-02,CarSales,213,D,,,0%,,,,Charter Hall PGGM Industrial Partnership No.2,N,N
1437-22,28 MacGregor Street,1437,D,,,0%,,,,28 MacGregor Street,N,N
1352-14,Sunnybank Square,1352,D,,,0%,,,,Sunnybank Square Pty Ltd,N,N
707,Savills (ACT),,H,,,0%,,,,,N,N
707-01,Kartine Building,707,D,,,0%,,,,Kartine (No. 4) Pty Limited Atf Woollies Corner,N,N
272-30,114 William Street,272,D,,,0%,,,,BIC Consolidated,N,N
1041-01,Bayside Villas,1041,D,,,0%,,,,Bresey Management,N,N
1437-33,Oasis Centre,1437,D,,,0%,,,,Asher Nominees Pty Ltd ATF The H Perelberg,N,N
1043-01,The Grange,,D,,,0%,,,,The Body Corporate for The Grange CTS 30993,N,N
1044-01,Teneriffe Village,,D,,,0%,,,,Body Corporate for Teneriffe Village CTS 15581,N,N
1045-01,Centrepoint Shopping Centre,,D,,,0%,,,,Innisfail Food Emporium,N,N
1437-39,Aplin House,1437,D,,,0%,,,,Yamaji Australia Development Pty Ltd,N,N
1435-02,96 Mt Gravatt Capalaba Road,1435,D,,,0%,,,,Mt Gravatt Property Trust,N,N
1435-08,200 Adelaide Street,1435,D,,,0%,,,,Elanor Investment Nominees Pty Limited,N,N
1049,Clarence Property,,H,,,0%,,,,,N,N
1343-01,ISTS GTCC,,D,,,0%,,,,Independent Slip Testing Services Pty Ltd,N,N
1049-03,201 Leichhardt Street,1049,D,,,0%,,,,Clarence Property Diversified Fund,N,N
1049-04,9 Hercules Street,1049,D,,,0%,,,,Clarence Property Diversified Fund,N,N
1049-06,Bell Central,1049,D,,,0%,,,,Clarence Property Diversified Fund,N,N
1049-07,183 Varsity Parade,1049,D,,,0%,,,,Clarence Property Diversified Fund,N,N
518,Clarence Property,,H,,,0%,,,,,N,N
518-01,29 Molesworth Street,518,D,,,0%,,,,Clarence Property Diversified Fund,N,N
518-02,Lennox Marketplace,518,D,,,0%,,,,Clarence Property Diversified Fund,N,N
518-03,Byron Bay Fair,518,D,,,0%,,,,Clarence Property Diversified Fund,N,N
1460-03,480 Queen Street,1460,D,,,0%,,,,BIC Consolidated,N,N
744-08,14 Mort Street,744,D,,,0%,,,,The Trust Company Aust Limited ATF Soilbuild,N,N
601-03,Bennetts Green,601,D,,,0%,,,,The Trustee for Bennetts Green Unit Trust,N,N
1437-41,130-132 Bulcock Street,1437,D,,,0%,,,,RCQ Caloundra No. 2 Pty Ltd,N,N
520-01,Auburn Central,,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
1054-01,Pindara Place,,D,,,0%,,,,Pindara Place CTS 25526,N,N
1437-42,12-14 Marine Parade,1437,D,,,0%,,,,STRADA Office Fund Pty Ltd ATF Strada,N,N
744-10,Nara House,744,D,,,0%,,,,ACME Co. No.4  Pty Ltd ATF RECAP V,N,N
744-11,Allara House,744,D,,,0%,,,,ACME Co. No.4 Pty Ltd ATF RECAP V,N,N
917-07,Port Mall Shopping Centre,917,D,,,0%,,,,Port Mall Pty Ltd,N,N
1411-02,Oasis Shopping Centre,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
820,PSG Holdings,,H,,,0%,,,,,N,N
1352-28,Burpengary Central SC,1352,D,,,0%,,,,B.S.C Holdings Pty Ltd,N,N
744-12,Customs House,744,D,,,0%,,,,ACME Co. No.4 Pty Ltd ATF RECAP V,N,N
1062-05,281 Ross River Road,1062,D,,,0%,,,,Ultiqa Ivory Palms Pty Ltd,N,N
1406,Brisbane Convention Centre,,D,,,0%,,,,Brisbane Convention Centre,N,N
1029-01,287 Shute Harbour Road,,D,,,0%,,,,Jobern Pty Ltd,N,N
1325-14,Home Co Mackay,1325,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
1325-16,Home Co Bundall,1325,D,,,0%,,,,Home Consortium Limited,N,N
1325-23,Home Co Upper Coomera,1325,D,,,0%,,,,Home Co Daily Needs REIT,N,N
1325-24,Home Co Tingalpa,1325,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
1325-25,Home Co North Lakes,1325,D,,,0%,,,,Home Co Daily Needs REIT,N,N
1435-24,North Regional Business Centre,1435,D,,,0%,,,,City of Brisbane Investment Corporation Pty Ltd,N,N
1369-19,"Lot 5, 747 Lytton Road",1369,D,,,0%,,,,747 Lytton Rd Pty Ltd trustee of the 747,N,N
1369-34,"Lot 2, 747 Lytton Road",1369,D,,,0%,,,,747 Lytton Rd Pty Ltd trustee of the 747,N,N
1062,Kelly Property,,H,previous company name Burgess Rawson,,0%,,,,,N,N
656-07,Home Co Chullora,656,D,,,0%,,,,Home Consortium Lease Mitigation Pty Ltd,N,N
903-01,Parade Central,,D,,,0%,,,,Apex Cleaning Services Pty Ltd,N,N
1062-04,Centrelink Ipswich,1062,D,,,0%,,,,Sandran Pty Limited,N,N
656-10,Home Co Rouse Hill,656,D,,,0%,,,,Healthco Healthcare and Wellness REIT,N,N
656-15,Home Co Marsden Park,656,D,,,0%,,,,Home Consortium Limited,N,N
594-14,Moonee Market,594,D,,,0%,,,,Centuria Property Funds No.4 Limited,N,N
656-19,Home Co Penrith,656,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
1064-01,Cleveland Central,1064,D,,,0%,,,,Brightfield Group Services,N,N
1325-26,Home Co Toowoomba South,1325,D,,,0%,,,,Home Co Daily Needs REIT,N,N
1065,Insurgo Services Pty Ltd,,H,,,0%,,,,,N,N
1065-01,Kenmore Village,1065,D,,,0%,,,,Insurgo Services Pty Ltd,N,N
1065-02,Kenmore Plaza,1065,D,,,0%,,,,Insurgo Services Pty Ltd,N,N
1065-03,Indooroopilly Central,1065,D,,,0%,,,,Insurgo Services Pty Ltd,N,N
900,CBRE,,H,,,0%,,,,,N,N
1322-03,Crystalbrook Flynn,1322,D,,,0%,,,,GAG Flynn (Cairns) Business Company Pty Ltd,N,N
120-02,Home Co Joondalup,120,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
120-03,Home Co Butler,120,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
213-04,Home Co Braybrook,213,D,,,0%,,,,Home Consortium Limited,N,N
213-05,Home Co Mornington,213,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
213-06,Home Co Pakenham,213,D,,,0%,,,,Home Investment Consortium Trust,N,N
213-08,Home Co Hawthorn East,213,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
213-09,Home Co Northland,213,D,,,0%,,,,Home Consortium Lease Mitigation Pty Ltd,N,N
213-11,Home Co Keysborough,213,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
522-01,Campbelltown Mall,522,D,,,0%,,,,Quad Services Pty Ltd,N,N
741-10,7 National Circuit,741,D,,,0%,,,,Millennium Hi Tech Cleaning,N,N
656-20,67 Albert Avenue,656,D,,,0%,,,,The Trust Company Limited ATF Chatswood,N,N
601, Retail Projex,,H,,,0%,,,,,N,N
601-02,311-315 Parramatta Rd Auburn,601,D,,,0%,,,,Smith Property Group Pty Ltd,N,N
217,Cromwell Property (VIC),,H,,,0%,,,,,N,N
217-01,ATO Dandenong,217,D,,,0%,,,,ATO Dandenong,N,N
764-13,Edmund Barton Building,764,D,,,0%,,,,Bayernfonds Opalus GMBH,N,N
1418-03,Cairns General Aviation Termin,1418,D,,,0%,,,,Cairns Airport Pty Ltd,N,N
1325-31,Mudgeeraba Market SC,1325,D,,,0%,,,,Region Group Re Ltd,N,N
1325-33,Franklin Square,1325,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
1042,HG Property Services,,H,,,0%,,,,,N,N
1042-01,Hooper Centre Shopping Village,1042,D,,,0%,,,,HCPT Pty Ltd,N,N
1042-02,Birkdale Village Shopping Cent,1042,D,,,0%,,,,BGSC Pty Ltd,N,N
1042-03,Rochedale Shopping Village,1042,D,,,0%,,,,RSVF Pty Ltd,N,N
1042-04,Farm Street Marketplace,1042,D,,,0%,,,,RDPT Pty Ltd,N,N
524,HG Property Services,,H,,,0%,,,,,N,N
524-01,Trinity Heights Shopping Villa,524,D,,,0%,,,,THPT Pty Ltd,N,N
1010-09,Tweed City Shopping Centre,1010,D,,,0%,,,,Trident Services Australia,N,N
1325-34,Cooloola Cove Shopping Centre,1325,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
120-07,Home Co Ellenbrook,120,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
1325-39,Home Co Marsden,1325,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
1325-41,Home Co Coomera City Centre,1325,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
656-21,Home Co Glenmore Park (Coles),656,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
656-22,Home Co Gregory Hills Town Cen,656,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
656-23,Home Co Glenmore TC Woolworths,656,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
258-01,54 Synnot Street,258,D,,,0%,,,,Martin Stuart Pty Ltd,N,N
1325-42,Oxenford Village,1325,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
656-24,151 Castlereagh Street,656,D,,,0%,,,,Acorn 151 Pty Ltd ATF Subtrust No. 1 Trust,N,N
1325-43,Home Co Richlands,1325,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
1369-41,Lakeview Centre,1369,D,,,0%,,,,Department of Transport and Main Roads,N,N
917-01,296 St Vincent Street,917,D,,,0%,,,,Australian Unity (Pif),N,N
915,Whitemore Property,,H,,,0%,,,,,N,N
915-01,Firle Plaza,915,D,,,0%,,,,Firle Property Management Pty Ltd,N,N
915-02,22-28 Hutchinson Street,915,D,,,0%,,,,Mount Barker Plaza Investments Pty Ltd,N,N
1435-32,179 North Quay,1435,D,,,0%,,,,The Trustee for AMA APAC QLD Trust,N,N
1437-06,DFO Cairns,1437,D,,,0%,,,,Sentinel DFO Cairns Pty Ltd ATF Sentinel,N,N
226-02,689 Burke Road,226,D,"C/O Burke Road Pty Ltd\r\nL40, 101 Collins Street\r\nMelbourne VIC 3000",,0%,,,,689 Burke Road Pty Ltd,N,N
1352-11,Sunnybank Times Square,1352,D,,,0%,,,,Nancy & Albert Pty Ltd,N,N
526-01,Rydges Sydney Central,526,D,28 Albion Street\r\nSurry Hills NSW 2010,Kam Ghimire,0%,,,,Rydges Sydney Central,N,N
917-08,140 Beach Road,917,D,,,0%,,,,Vetere Nominees Pty Ltd,N,N
917-09,57-63 Magill Road,917,D,,,0%,,,,Living2Day Development Group Pty Ltd,N,N
917-10,197 Main South Road,917,D,,,0%,,,,Unique Returns Pty Ltd ATF MSR Investment Trust,N,N
1325-15,Mt Isa Village Shopping Centre,1325,D,,,0%,,,,Region Group Re Ltd,N,N
691,QIC,,H,,,0%,,,,,N,N
1017-06,162 Victoria Street,1017,D,,,0%,,,,The Salvation Army (Queensland) Property Trust,N,N
711-19,1 Constitution Place,711,D,,,0%,,,,Constitution Place,N,N
911-07,148 Frome Street,911,D,,,0%,,,,Cirka Group Pty Ltd,N,N
226-06,574 St Kilda Road,226,D,,,0%,,,,574 St Kilda Road Pty Ltd,N,N
1053,Cornerstone Property Services,,H,,,0%,,,,,N,N
1053-02,702 Ann Street,1053,D,,,0%,,,,J Osterberg Pty Ltd,N,N
1053-03,312 Brunswick Street,1053,D,,,0%,,,,J Osterberg Pty Ltd,N,N
112,Millennium Hi Tech,,H,,,0%,,,,,N,N
1325-45,Greenbank Shopping Centre,1325,D,,,0%,,,,Region Group Re Ltd,N,N
707-02,Peter Yorke Building,707,D,,,0%,,,,Deakin Investment Trust,N,N
707-03,ALIA House,707,D,,,0%,,,,Deakin No.2 Investment Trust,N,N
724-08,South Eveleigh Locomotive Shed,724,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
724-14,South Eveleigh Building 3,724,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
724-16,South Eveleigh Building 2,724,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
1325-46,Miami One Shopping Centre,1325,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
1325-47,Woolworths Brookwater,1325,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
1437-14,Marsden On Fifth,1437,D,,,0%,,,,Nina Investments QLD Pty Ltd and ETNA,N,N
203,Ranfurlie Asset Management,,H,,,0%,,,,,N,N
203-01,Manor Lakes Central SC,203,D,,,0%,,,,Manor Commercial Company Pty Ltd,N,N
203-02,Hunt Club Village SC,203,D,,,0%,,,,HCV Commdev Pty Ltd,N,N
203-03,Tarneit Central SC,203,D,,,0%,,,,TC Commdev Pty Ltd,N,N
203-04,Burnside Hub Shopping Centre,203,D,,,0%,,,,Burnside Commercial Pty Ltd ATF Dolenter,N,N
1073-01,The New Yorker Apartments,,D,,,0%,,,,Body Corporate for THE NEW YORKER CTS24276,N,N
207,RetPro Group,,H,,,0%,,,,,N,N
207-01,Dingley Village Shopping Centr,207,D,,,0%,,,,RetPro Management Pty Ltd - Dingley Village,N,N
1240-11,College Junction,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1437-49,343 Albert Street,1437,D,,,0%,,,,MMXF GC 62 PTY LTD,N,N
112-05,Mia yellagonga,112,D,,,0%,,,,Millennium (WA) PTY LTD,N,N
1369-33,Woolcock Street Supa Store,1369,D,,,0%,,,,The Trustee For Boter Family Trust,N,N
764-09,40 Macquarie Street,764,D,,,0%,,,,Real I.S Australia 10 STC Pty Ltd,N,N
1075,Bromley Real Esate,,H,LJ Hooker Commercial Brisbane rebranded to Bromley Real Esate,,0%,,,,,N,N
1075-02,Central Park Shopping Centre,1075,D,,,0%,,,,Capital Growth Australia Pty Ltd ,N,N
1437-52,126 Bulcock Street,1437,D,,,0%,,,,Ruthven Bulcockstreet Pty Ltd ATF,N,N
1335-03,Sun Valley Marketplace,1335,D,,,0%,,,,Ozprop Gladstone #1 Pty Ltd ATF Ozprop,N,N
715,Centuria,,H,,,0%,,,,,N,N
715-02,60 Marcus Clarke Street,715,D,,,0%,,,,Centuria Property Funds Limited,N,N
764-05,51 Allara Street,764,D,,,0%,,,,Abacus Allara Street Trust,N,N
1076-01,Australia Zoo,,D,,,0%,,,,Australia Zoo Operations Pty.Ltd.,N,N
1077-01,Springwood Tower,,D,,,0%,,,,C/O United Strata Management,N,N
1078-01,115 Gumtree Street,,D,,,0%,,,,Gumtrees CTS 27087,N,N
505,Raine & Horne Commercial,,H,,,0%,,,,,N,N
505-01,Southlands Shopping Centre,505,D,,,0%,,,,RM (No 4) Pty Ltd,N,N
625-14,1 Chandos Street,625,D,,,0%,,,,QIC Limited ATF QIC Australia Core Plus Fund,N,N
803,Accor Hotels,,H,,,0%,,,,,N,N
803-01,Mercure Darwin Airport Resort,803,D,,,0%,,,,Accor Hotels,N,N
803-02,Novotel Darwin Airport,803,D,,,0%,,,,Accor Hotels,N,N
625-15,77 King Street,625,D,,,0%,,,,ARE Noble Pty Ltd ATF ARE Crown Trust,N,N
1058-01,Peninsular Gold Coast,,D,,,0%,,,,Peninsular Residences CTS 52949,N,N
1080,FAL Property Group,,H,,,0%,,,,,N,N
1080-01,49 Park Road,1080,D,,,0%,,,,Barwon Property Funds Management Pty Ltd,N,N
1048,Geon Property,,H,,,0%,,,,,N,N
1048-03,Riverway Plaza,1048,D,,,0%,,,,Anna Manolis,N,N
820-03,Coolalinga Central,820,D,,,0%,,,,PSG Holdings,N,N
698-02,4 Drake Avenue,698,D,,,0%,,,,The Trust Company (Australia) Limited ATF,N,N
698-09,2 Drake Avenue,698,D,,,0%,,,,The Trust Company (Australia) Limited ATF,N,N
698-13,6 Giffnock Avenue,698,D,,,0%,,,,The Trust Company (Australia) Limited ATF,N,N
1418-04,Cairns Airport AAC Building,1418,D,,,0%,,,,Cairns Airport Pty Ltd,N,N
1040,Transact Capital,,H,,,0%,,,,,N,N
1040-02,Macgregor Home,1040,D,,,0%,,,,Attention: Property ID. 555KESS,N,N
1024,MPG Property Management,,H,,,0%,,,,,N,N
1024-01,City Point Shopping Centre,1024,D,,,0%,,,,MPG Funds Management,N,N
502-01,43 Bridge Street,,D,,,0%,,,,GUNNING,N,N
1369-15,Riverview Marketplace,1369,D,,,0%,,,,The Trustee For Edn Family Trust,N,N
1007-01,Brighton Health Campus,,D,,,0%,,,,Community Oral and Mental Health,N,N
1067-01,Point Parking Gasworks,1067,D,,,0%,,,,Point Parking Pty Ltd,N,N
1017-07,8 Halcyon Way,1017,D,,,0%,,,,The Hope Island Investment Trust,N,N
1017-08,37 Charlotte Avenue,1017,D,,,0%,,,,Bribie Island Investment Trust Atf The Bhpf,N,N
1240-12,733 Nudgee Road,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-14,278 Orchard Road,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-17,425 Freeman Road,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1437-50,Plaza One,1437,D,,,0%,,,,Ellmichnoosa Pty Ltd ATF Ellmichnoosa Trust,N,N
816,Oasis Shopping Village/Zuccoli,,H,,,0%,,,,,N,N
816-02,Zuccoli Plaza,816,D,,,0%,,,,Zuccoli Plaza,N,N
1352-03,Home Co Morayfield,1352,D,,,0%,,,,Argus (AMF) Pty Ltd,N,N
1000-01,Caribbean Apartments,,D,,,0%,,,,The Caribbean Kawana Island CTS 37569,N,N
764-03,38 Sydney Avenue,764,D,,,0%,,,,360 Capital FM Limited atf the 360 Capital,N,N
724-03,Bay Centre,724,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
1411-03,Forest Lake Shopping Centre,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
1411-04,The Village Mount Gravatt,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
1411-05,Hyperdome Shopping Centre,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
1411-06,Nerang Mall,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
1411-10,Big Top Shopping Centre,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
1411-11,Kippa-ring Shopping Centre,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
1494-09,Domain Central,1494,D,,,0%,,,,QIC Retail Pty Ltd ATF QIC Active Retail,N,N
503,Jobern Pty Ltd,,H,,,0%,,,,,N,N
503-01,6 Marvell Street,503,D,,,0%,,,,Jobern Pty Ltd,N,N
1437-51,The Centre at Springwood,1437,D,,,0%,,,,Sentinel Homemaker (Open Ended) Pty Ltd,N,N
215,CleanNet Australia,,H,,,0%,,,,,N,N
215-01,Keysborough South SC,215,D,,,0%,,,,CleanNet Australia,N,N
215-03,Melbourne Square SC,215,D,,,0%,,,,CleanNet Australia,N,N
215-04,Belmont Village SC,215,D,,,0%,,,,CleanNet Australia,N,N
218-01,M-City Shopping Centre,,D,,,0%,,,,M-City Investments Pty Ltd - Trust Account,N,N
720-32,Pullman Sydney Airport,720,D,,,0%,,,,Pullman Sydney Airport,N,N
1046-01,Somerville House,,D,,,0%,,,,Somerville House,N,N
505-02,Revesby Village Centre,505,D,,,0%,,,,Revesby Workers Club Limited,N,N
506-01,Engadine Central SC,,D,,,0%,,,,Wedge Street 1869 Pty Limited atf,N,N
1083-01,Waters Edge Apartments,,D,,,0%,,,,Waters Edge Apartments CTS 35022,N,N
522,Quad Services,,H,,,0%,,,,,N,N
1084-01,Raintrees SC,1084,D,,,0%,,,,ServiceFM Pty Ltd,N,N
1084,Servicefm,,H,,,0%,,,,,N,N
916,ServiceOne World,,H,,,0%,,,,,N,N
916-01,City Cross Shopping Centre,916,D,,,0%,,,,ServiceOne World Pty Ltd,N,N
1435-25,228 Logan Road,1435,D,,,0%,,,,Elanor Investment Nominees Pty Ltd,N,N
1435-42,2A Burke Street,1435,D,,,0%,,,,Elanor Funds Management Limited,N,N
1435-43,2B Burke Street,1435,D,,,0%,,,,Elanor Funds Management Limited,N,N
1027-01,Coomera Square,1027,D,,,0%,,,,Jeen Poh,N,N
272-04,380 St Kilda Road,272,D,Program # changed from 275-04 to 272-04,,0%,,,,BIC Consolidated,N,N
208,Clarendon Property Group,,H,,,0%,,,,,N,N
208-01,Clarendon Shopping Centre,208,D,,,0%,,,,St Lukes Shopping Centre Unit Trust,N,N
208-02,Greenvale Shopping Centre,208,D,,,0%,,,,GREENVALE SHOPPING CENTRE,N,N
527-01,Qudos Bank Arena,,D,,,0%,,,,Qudos Bank Arena,N,N
1027,Retail Projex,,H,,,0%,,,,,N,N
1027-02,Keppel Bay Plaza,1027,D,,,0%,,,,Brooke Shanks,N,N
1435-22,110 Eagle Street,1435,D,,,0%,,,,Sunprop Pty Limited ATF Sunprop Trust,N,N
1008-03,Coles Kensington,1008,D,,,0%,,,,Central Fair No.3 Pty Ltd,N,N
1068-01,Jetstream Business Park,,D,,,0%,,,,TEFT Management Pty Ltd ATF The Edwards,N,N
528-01,Panthers Port Macquarie,528,D,,,0%,,,,Penrith Rugby League Club,N,N
594-02,Kiama Village,594,D,,,0%,,,,Fabcot Pty Limited,N,N
1086-01,Tingirana Noosa,,D,,,0%,,,,Body Corporate at Tingirana - CTS 28659,N,N
656-26,157 Walker Street,656,D,,,0%,,,,The Trustee for 155 Walker Unit Trust,N,N
1087-01,117 Brisbane Street,,D,,,0%,,,,117 Brisbane Street Trust,N,N
656-27,Sophos House,656,D,,,0%,,,,Nesova Pty Limited,N,N
715-03,Nishi Building,715,D,Name changed from 2 Phillip Law Street,,0%,,,,Centuria Investment Management (CMA),N,N
113-01,Bunbury Centrepoint,113,D,Name changed from Primewest Bunbury Centrepoint to Bunbury Centrepoint,,0%,,,,Bunbury Centrepoint Shopping Centre Investment,N,N
801-01,Coolalinga Shopping Centre,,D,,,0%,,,,Biddlecombe Pty Ltd & Fantasy Nominees,N,N
500-03,Rhodes Corporate Park,500,D,,,0%,,,,,N,N
1008-04,Tannum Sands Central,1008,D,,,0%,,,,Central Fair No.3 Pty Ltd,N,N
1435-28,Highpoint,1435,D,,,0%,,,,The Trustee for Ashgrove Property Trust,N,N
1011-03,Benowa Gardens Shopping Centre,1011,D,,,0%,,,,Benowa Gardens Holding Pty Ltd as trustee,N,N
1027-05,Springfield Fair SC,1027,D,,,0%,,,,Jeen Poh,N,N
1080-03,55 Russell Street,1080,D,,,0%,,,,Lucathur Pty Ltd ATF Russell Trust,N,N
902-05,Seaford Central Shopping Centr,902,D,,,0%,,,,Seaford Property Inv P/L,N,N
1411-15,Clifford Gardens Shopping Cent,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
1017-10,145 & 147 George Street,1017,D,,,0%,,,,Beenleigh Investment Trust,N,N
519-02,Tuggerah Industrial,519,D,# changed from 516-01 to 519-02 changed back to Sentinel\r\nCompany name changed from Sentinel to Fortuna,,0%,,,,Accounts,N,N
112-06,Perth Market City,112,D,,,0%,,,,Millennium (WA) PTY LTD,N,N
504,Ozland Group Solutions,,H,,,0%,,,,,N,N
504-01,Sunnyside Mall,504,D,,,0%,,,,Ozland Group Services Pty Ltd,N,N
504-03,Singleton Square,504,D,,,0%,,,,Ozland Group Services Pty Ltd,N,N
504-04,Orange Central Square,504,D,,,0%,,,,Ozland Group Services Pty Ltd,N,N
504-05,Parkes Metroplaza,504,D,,,0%,,,,Ozland Group Services Pty Ltd,N,N
504-06,Dubbo Square,504,D,,,0%,,,,Ozland Group Services Pty Ltd,N,N
504-07,Tamworth Square,504,D,,,0%,,,,Ozland Group Services Pty Ltd,N,N
504-08,Mudgee Metroplaza,504,D,,,0%,,,,Ozland Group Services Pty Ltd,N,N
1352-10,Morningside Plaza,1352,D,,,0%,,,,MMXF GC 1 Pty Ltd,N,N
1335-02,279-287 Oxley Avenue,1335,D,,,0%,,,,Ozprop MM Pty Ltd,N,N
1335-05,260 Brisbane Street,1335,D,,,0%,,,,Ozprop QT Centre Pty Ltd,N,N
529,Oz Property Holdings,,H,,,0%,,,,,N,N
529-01,Home Central,529,D,,,0%,,,,Ozprop HC Pty Ltd,N,N
1033,Delmege Agency,,H,,,0%,,,,,N,N
1033-02,Tweed Heights Shopping Centre,1033,D,,,0%,,,,TBN Investments,N,N
927-03,Aberfoyle Hub Shopping Centre,927,D,,,0%,,,,Angaet Management (Adelaide),N,N
927-04,Sefton Plaza Shopping Centre,927,D,,,0%,,,,Angaet Management (Adelaide),N,N
927-05,GHD/ Da Costa Arcade,927,D,,,0%,,,,Angaet Management (Adelaide),N,N
927-06,Queensford College,927,D,,,0%,,,,Angaet Management (Adelaide),N,N
927-07,Zurich House,927,D,,,0%,,,,Angaet Management (Adelaide),N,N
1325-06,Marketplace Warner,1325,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
1028-01,3 Cottonwood Place,,D,,,0%,,,,TK & LM Pix atf Trevlis Trust,N,N
707-04,33 Colbee Court,707,D,,,0%,,,,Barwon Atf Phillip Investment Trust,N,N
707-05,90 Corinna Street,707,D,,,0%,,,,The Woden Investment Trust,N,N
530-01,Castle Mall,,D,,,0%,,,,The Hills Shire Council,N,N
1283,Henzells Agency,,H,,,0%,,,,,N,N
1283-02,Henzells Plaza 2,1283,D,,,0%,,,,"Andrew Hewitt, Lorelei Investments P/L & Dove P/L",N,N
1017-11,60-62 Coonan Street,1017,D,Name changed from 62-64 Coonan Street to 60-62 Coonan Street,,0%,,,,Indooroopilly Investment Trust,N,N
115-01,50 William Street,115,D,,,0%,,,,"50 William Street, Beckenham",N,N
1437-26,241 Adelaide Street,1437,D,,,0%,,,,The Trustee for CHAB 241 Adelaide Street,N,N
1036-01,Alma Parklands,,D,,,0%,,,,Body Corporate for Alma Parklands CTS 51077,N,N
1437-21,133 Mary Street,1437,D,,,0%,,,,Perpetual Corporate Trust Limited ATF 133,N,N
1325-48,North Tamborine Shopping Squar,1325,D,,,0%,,,,City Commercial Gold Coast PTY Ltd T/A Knight,N,N
656-04,Berala Shopping Centre,656,D,,,0%,,,,Perpetual Corporate Trust,N,N
1437-44,24 Innovation Parkway,1437,D,,,0%,,,,Ralph Lauren 88 Pty Ltd ATF The Ralph Lauren,N,N
707-06,Deakin Calvary,707,D,,,0%,,,,Deakin Investment Trust,N,N
1437-46,121 Scarborough Street,1437,D,,,0%,,,,Peak Equities Pty Ltd ATF Peak 151 Unit Trust,N,N
1352-23,Racecourse Village,1352,D,,,0%,,,,Brisbane Racing Club Limited,N,N
1037,Centuria,,H,,,0%,,,,,N,N
1037-02,9-13 Bayswater Road,1037,D,,,0%,,,,Prime Healthcare Townsville Sub Trust,N,N
698-08,2-14 Elsie Street,698,D,,,0%,,,,Jeen Poh,N,N
1053-04,300 Ann Street,1053,D,,,0%,,,,F A Pidgeon & Son Pty Ltd,N,N
594-08,Cameron Park Shopping Centre,594,D,,,0%,,,,Region Operations Pty Ltd,N,N
720-24,Fairmont Resort Blue Mountains,720,D,,,0%,,,,Fairmont Resort & Spa,N,N
1004-01,156-158 Spring Street,1004,D,,,0%,,,,Darryl Bates Pty Ltd ACN 010 425 377 ATU,N,N
1352-29,Sorrento Shopping Village,1352,D,,,0%,,,,J.E.B. Holdings Pty Ltd,N,N
